Scenario,Time,Baseline_Tx,Baseline_TxPerNodePerMin,Baseline_RMSE,ETM_Tx,ETM_TxPerNodePerMin,ETM_RMSE,Baseline_MAE,Baseline_RMSE_Aligned,Baseline_MAE_Aligned,Baseline_PairwiseDist_MAE,Baseline_RangeResidual_MAE,Baseline_AngleResidual_MAE,ETM_MAE,ETM_RMSE_Aligned,ETM_MAE_Aligned,ETM_PairwiseDist_MAE,ETM_RangeResidual_MAE,ETM_AngleResidual_MAE
many_moving,0,0,,36.82155104595928,0,,36.82155104595928,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN
many_moving,1,0,0,36.82155104595928,31,186,36.75553919077251,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.55181456198178,18.086960261525878,17.149669159800517,24.036708162525898,10.155104393689918,1.752240993866938
many_moving,2,32,96,36.75533622654627,76,228,36.70585358371024,33.56529006127265,18.127392054976486,17.182113085755088,24.046031031707138,10.152824057251516,1.815623806499541,33.46168454714048,18.045752927090522,17.15909939027232,23.692330570445872,9.926346332067782,2.1651833844669537
many_moving,3,46,91.99999999999999,36.709350447586324,122,243.99999999999997,36.680091056146324,33.48036992409881,18.087420519764308,17.197989490548874,23.712561052559966,9.888306623493678,2.1796110794724055,33.41393274917741,18.00660250211763,17.173727672171957,23.254521302479468,9.552088662490998,2.2347163730149977
many_moving,4,79,118.5,36.70657711903297,168,252,36.67990776939851,33.45478689045103,18.028311874166732,17.197497058801343,23.263687057193383,9.471132710053812,2.2628661595207435,33.39908800785595,17.932299217254208,17.157562734681033,22.779094766300016,8.998651109160503,2.2944728909335512
many_moving,5,92,110.39999999999999,36.705124231607,215,258,36.71199681591078,33.413505398010734,17.969979097356543,17.19298231925493,22.797689586184116,9.071884987736896,2.3124195652327546,33.408661327172766,17.88380134981802,17.164559302452556,22.288888032943547,8.660280890147522,2.3088155663834007
many_moving,6,125,125,36.718023143314475,263,263,36.77198963041796,33.404393935265475,17.89705263671916,17.175209545516175,22.299886897252442,8.606472613865243,2.320230963481883,33.450269058311974,17.882692752786028,17.220413420388304,21.873630195905683,8.196258469604984,2.3176306442863557
many_moving,7,139,119.14285714285714,36.76454365108744,302,258.85714285714283,36.79060971704623,33.4384535163028,17.86396212243733,17.199938447055906,21.849496206175704,8.239985984628301,2.3326327016815513,33.45065562642115,17.8485211126861,17.23790662473885,21.372254909567722,7.797558273469113,2.309486760114801
many_moving,8,172,129,36.828206336942685,309,231.75,36.8580101483975,33.47631012672476,17.80725367106713,17.1940880092604,21.344924976137726,7.801546940054189,2.3167499678700336,33.482909922003145,17.769556475639686,17.19755893283672,20.862046316330744,7.253395107454161,2.2803663225533897
many_moving,9,185,123.33333333333334,36.86109161541745,309,206,36.93622186477603,33.48387202302485,17.76065859233561,17.18983173705568,20.8439329756492,7.433403107352926,2.30127277765968,33.52747690992904,17.71775200163776,17.178720165789862,20.345703652494944,6.78021005069217,2.2698584131774147
