Scenario,Policy,Seed,Time,TxTotal,TxPerNodePerMin,RMSE,RangeResidual_MAE,AngleResidual_MAE
few_moving,icum,1013,0,0,,40.425794479498926,NaN,NaN
few_moving,icum,1013,1,27,162,40.3844940076433,7.625771345288773,1.6407757006886818
few_moving,icum,1013,2,59,177,40.15936133096509,6.507019889791126,1.4293194793016093
few_moving,icum,1013,3,90,180,39.98313559275647,5.613347058349923,1.475407709733769
few_moving,icum,1013,4,124,186,39.843918535166566,4.976256886542383,1.5424841031858099
few_moving,icum,1013,5,158,189.60000000000002,39.72753466409295,4.488252026189018,1.630471246024639
few_moving,icum,1013,6,183,183,39.60012733002705,4.126511421362423,1.9097080343946722
few_moving,icum,1013,7,190,162.85714285714286,39.53940427943226,3.9255639610893733,2.020031847679671
few_moving,icum,1013,8,190,142.5,39.47295240858268,3.803265075789501,2.07295258478113
few_moving,icum,1013,9,190,126.66666666666667,39.416174434472985,3.8575959839771228,2.1209102287989245
few_moving,icum,1013,10,190,114,39.380137608835355,3.8825468061716397,2.186023110713543
few_moving,icum,1013,11,190,103.63636363636364,39.37149422703225,3.8661622829196665,2.3059001380329653
few_moving,icum,1013,12,190,95,39.391832054127015,3.782745902319807,2.361436555665693
few_moving,icum,1013,13,190,87.6923076923077,39.43866591009133,3.6756467672887516,2.332634213278322
few_moving,icum,1013,14,190,81.42857142857143,39.50728032513059,3.8867013459351645,2.3314674509339617
few_moving,icum,1013,15,190,76,39.59228065390737,4.064889870137777,2.339339739936981
few_moving,icum,1013,16,190,71.25,39.68852212549041,4.213499026214568,2.350423014466414
few_moving,icum,1013,17,190,67.05882352941177,39.79155300763189,4.335316865326938,2.3625780127711735
few_moving,icum,1013,18,190,63.333333333333336,39.89776751988279,4.433064390949978,2.37489315111311
few_moving,icum,1013,19,190,60,40.004401097094956,4.520905752434165,2.3869431152987057
few_moving,icum,1013,20,193,57.900000000000006,40.10944470228016,4.603510769422833,2.3985236044891667
few_moving,icum,1013,21,200,57.142857142857146,40.20767886608551,4.633125528049876,2.42489734085486
few_moving,icum,1013,22,200,54.54545454545455,40.31410325877544,4.555140547427619,2.4487484260647747
few_moving,icum,1013,23,200,52.17391304347826,40.41705970324942,4.488812160736589,2.473705533028469
few_moving,icum,1013,24,200,50,40.514627709959605,4.437345063727774,2.490272684703688
few_moving,icum,1013,25,200,48,40.60643930214643,4.394138057825738,2.503271430467472
few_moving,icum,1013,26,200,46.15384615384615,40.692674803956464,4.356046077023865,2.5139990093594364
few_moving,icum,1013,27,208,46.22222222222222,40.75390033517398,4.367996766596283,2.5016084635265945
few_moving,icum,1013,28,216,46.285714285714285,40.835980516007226,4.350364234256236,2.48333569550148
few_moving,icum,1013,29,224,46.3448275862069,40.90760953657514,4.351234992004862,2.50134826654373
few_moving,icum,1013,30,232,46.4,40.95527926895482,4.320620217056711,2.5033557050404953
few_moving,icum,1013,31,245,47.41935483870967,41.01123728194808,4.270104383586604,2.505882695608698
few_moving,icum,1013,32,253,47.4375,41.06559128886555,4.237204336913414,2.486935226747445
few_moving,icum,1013,33,253,46,41.11795048350355,4.214871309017259,2.485037944889904
few_moving,icum,1013,34,253,44.64705882352941,41.17022026291146,4.193405496044106,2.482524684614526
few_moving,icum,1013,35,256,43.885714285714286,41.2211419072174,4.189782663948537,2.478531986122856
few_moving,icum,1013,36,264,44,41.272725408347256,4.183312034867287,2.4766955100680823
few_moving,icum,1013,37,264,42.81081081081081,41.320038129152174,4.062857829745839,2.4838988837335294
few_moving,icum,1013,38,264,41.68421052631579,41.362445132278616,3.995401317005158,2.488976123835592
few_moving,icum,1013,39,264,40.61538461538461,41.402640357871725,3.9411305528605185,2.4937925376932286
few_moving,icum,1013,40,264,39.6,41.441628471610535,3.9828044861629266,2.498317443680775
few_moving,icum,1013,41,267,39.073170731707314,41.47972471620224,4.033252377679255,2.502567742591729
few_moving,icum,1013,42,267,38.142857142857146,41.51698048798595,4.079695793586593,2.506575378508966
few_moving,icum,1013,43,267,37.25581395348837,41.55336140551877,4.122523335250749,2.510374503368403
few_moving,icum,1013,44,267,36.409090909090914,41.58881826739207,4.1621805014936,2.5139965666405035
few_moving,icum,1013,45,267,35.6,41.623312099649624,4.199081059167893,2.517468790247082
few_moving,icum,1013,46,270,35.21739130434782,41.65682025269318,4.233579722767002,2.5206574793884786
few_moving,icum,1013,47,272,34.723404255319146,41.696586623780206,4.279792907270083,2.528753368583402
few_moving,icum,1013,48,272,34,41.728184854526106,4.312418430198052,2.5360296524144625
few_moving,icum,1013,49,272,33.30612244897959,41.75594833826766,4.340059525240371,2.541170325086348
few_moving,icum,1013,50,275,33,41.78191392561297,4.366584667888426,2.5452846730497973
few_moving,icum,1013,51,283,33.294117647058826,41.805120790370985,4.409280230610847,2.542790240959216
few_moving,icum,1013,52,286,33,41.82663737113683,4.591055484014945,2.5291364112201524
few_moving,icum,1013,53,290,32.83018867924528,41.865628170429005,4.691334480079939,2.5763007878969413
few_moving,icum,1013,54,294,32.666666666666664,41.898739366744636,4.739302377814929,2.5736195444856516
few_moving,icum,1013,55,298,32.50909090909091,41.92289614172331,4.8157337342473125,2.5729007759663043
few_moving,icum,1013,56,305,32.67857142857143,41.941713264921944,4.83882628961336,2.5795867710533527
few_moving,icum,1013,57,309,32.526315789473685,41.948539986259476,4.859823711843446,2.5896531896230033
few_moving,icum,1013,58,309,31.96551724137931,41.957485038570994,4.8868873600160025,2.595151703739488
few_moving,icum,1013,59,309,31.423728813559322,41.969671680307854,4.912031624149593,2.598862059347012
few_moving,icum,1013,60,309,30.9,41.98317124755903,4.937038538347027,2.602940311104298
few_moving,icum,1013,61,312,30.688524590163937,41.99710704587757,4.96232294337581,2.6072703016239274
few_moving,icum,1013,62,314,30.387096774193544,42.00634385784266,4.974757027208592,2.620675723029765
few_moving,icum,1013,63,314,29.9047619047619,42.02037391449047,5.000023258298291,2.6238057808685524
few_moving,icum,1013,64,314,29.4375,42.03612637308124,5.028731222021434,2.628107022572553
few_moving,icum,1013,65,317,29.261538461538464,42.05210483552641,5.058829773316982,2.632959339691211
few_moving,icum,1013,66,324,29.45454545454545,42.07202852209814,5.100256291016636,2.6280811349224726
few_moving,icum,1013,67,328,29.373134328358205,42.09435340287094,5.1284661253512,2.6067592916003166
few_moving,icum,1013,68,332,29.294117647058826,42.11901002578958,5.162076390367696,2.616393522009922
few_moving,icum,1013,69,336,29.217391304347828,42.140825731739966,5.193321794460948,2.6258612430732593
few_moving,icum,1013,70,340,29.142857142857142,42.15989954876392,5.245282166633628,2.625566092298262
few_moving,icum,1013,71,347,29.323943661971832,42.170944976585204,5.294646831115438,2.63662391135681
few_moving,icum,1013,72,355,29.583333333333336,42.16497796869278,5.39392644399274,2.6257827713925974
few_moving,icum,1013,73,358,29.424657534246574,42.18076269673121,5.5306845335787145,2.6556852875792605
few_moving,icum,1013,74,361,29.27027027027027,42.19447509172416,5.689736205166897,2.6566807066645928
few_moving,icum,1013,75,364,29.119999999999997,42.18969147115241,5.864563779913269,2.662110763177361
few_moving,icum,1013,76,370,29.210526315789476,42.18435076999084,6.018947325937428,2.6762580452858105
few_moving,icum,1013,77,375,29.220779220779217,42.19995939165807,6.154671573909769,2.683898315588501
few_moving,icum,1013,78,378,29.076923076923073,42.2292830808174,6.289147840174979,2.6973757072593982
few_moving,icum,1013,79,378,28.708860759493668,42.26215790002928,6.396237976931416,2.703087332103474
few_moving,icum,1013,80,381,28.575000000000003,42.290173899137145,6.47897611515928,2.707887397294551
few_moving,icum,1013,81,386,28.59259259259259,42.31516697546607,6.539469808853768,2.7023219105822953
few_moving,icum,1013,82,386,28.243902439024392,42.299527871836375,6.615559009591423,2.721123201393364
few_moving,icum,1013,83,386,27.903614457831328,42.29429253528975,6.677755353340418,2.7327371278901107
few_moving,icum,1013,84,386,27.571428571428573,42.296103293887505,6.727148471843658,2.7417400581163855
few_moving,icum,1013,85,386,27.24705882352941,42.30250932462353,6.7690444354189605,2.7489667556472455
few_moving,icum,1013,86,389,27.13953488372093,42.31177606726623,6.805994444537185,2.754920927549478
few_moving,icum,1013,87,391,26.965517241379313,42.320422813518036,6.839262355346523,2.7663448740436336
few_moving,icum,1013,88,391,26.659090909090914,42.32512017883169,6.935564319840486,2.7679932690799993
few_moving,icum,1013,89,391,26.359550561797754,42.329080120797826,6.983865053340345,2.771868073830284
few_moving,icum,1013,90,391,26.066666666666666,42.33315264475832,7.016199100663153,2.775299151840875
few_moving,icum,1013,91,394,25.978021978021978,42.33757717473416,7.04056044559625,2.7783416836576325
few_moving,icum,1013,92,396,25.82608695652174,42.33110913127119,7.057090053066392,2.778636681452713
few_moving,icum,1013,93,399,25.741935483870964,42.316018185585044,7.1067660043241645,2.7589771729438803
few_moving,icum,1013,94,403,25.723404255319146,42.300161805918975,7.148067479082887,2.7481461477420734
few_moving,icum,1013,95,410,25.894736842105264,42.28770483852326,7.098775447975561,2.766767711899655
few_moving,icum,1013,96,419,26.187499999999996,42.274147098400185,7.003852324716923,2.773723175903686
few_moving,icum,1013,97,423,26.164948453608247,42.31667721401977,6.99598241131761,2.780306205499632
few_moving,icum,1013,98,427,26.142857142857146,42.34409183026384,6.970316285285967,2.763497165125357
few_moving,icum,1013,99,431,26.121212121212125,42.36702869358746,6.950233332497447,2.7699626357926532
few_moving,icum,1013,100,435,26.099999999999998,42.38017762653658,6.995759813263119,2.772212296485954
few_moving,icum,1013,101,438,26.019801980198018,42.388280828038226,7.0143585229984415,2.7692141176389207
few_moving,icum,1013,102,440,25.88235294117647,42.39403671375321,7.023425157724423,2.766555304417468
