NodeCount,Noise,RMSE,MAE,RMSE_Aligned,MAE_Aligned,PairwiseDist_MAE
8,0.1,42.83362107352674,39.651421753552626,22.01274736269878,19.689579711527323,16.76445271449985
8,0.2,42.76180300300551,39.630987371533124,21.908052358139816,19.568422884563148,16.719442726159958
8,0.3,43.02084625774807,39.86973359914485,22.001561031279053,19.628052335618833,16.613083958645927
8,0.4,42.82449140131644,39.721774853402714,21.778133153864218,19.326355952160625,16.4033005624629
8,0.5,43.038915932890006,40.09227945900698,21.91613724496191,19.45392108945758,16.545187072002893
8,0.6,42.7203690243807,39.417080256985784,21.829671486978068,19.61288843131181,16.607489831681942
8,0.7,42.92300350661938,39.43659949132058,21.991688498232016,20.035511537272583,16.982723021712214
8,0.8,42.7313251979024,39.618280115386874,21.818038472528734,19.438647600152308,16.142297281307282
