Scenario,Time,Baseline_Tx,Baseline_TxPerNodePerMin,Baseline_RMSE,ETM_Tx,ETM_TxPerNodePerMin,ETM_RMSE,Baseline_MAE,Baseline_RMSE_Aligned,Baseline_MAE_Aligned,Baseline_PairwiseDist_MAE,Baseline_RangeResidual_MAE,Baseline_AngleResidual_MAE,ETM_MAE,ETM_RMSE_Aligned,ETM_MAE_Aligned,ETM_PairwiseDist_MAE,ETM_RangeResidual_MAE,ETM_AngleResidual_MAE
few_moving,0,0,,36.82155104595928,0,,36.82155104595928,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN
few_moving,1,0,0,36.82155104595928,33,198,36.76250126111907,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.57085794014965,18.126956967267176,17.18397422814493,24.044115689926393,10.1623678202018,1.8356781330998289
few_moving,2,33,99,36.758926296372714,78,234,36.71675616372954,33.5683133837787,18.126733729935978,17.182518948629507,24.045449697400418,10.205940467040262,1.8294885358314532,33.48628265902453,18.073152220240946,17.187277532113853,23.69612519918039,9.92596838013701,2.176081466916693
few_moving,3,44,88,36.71210692582427,123,246,36.696360763663925,33.47917522247362,18.07221211522188,17.18534175667896,23.700005640856883,9.9348802552892,2.1720141782168496,33.438583678440594,18.0360717160028,17.20594575292438,23.26246728405381,9.514034698681881,2.2339333223514393
few_moving,4,77,115.5,36.703685219595656,169,253.49999999999997,36.70526517703221,33.445598238819095,17.998289709874463,17.16857796432144,23.245937662672496,9.524157016354414,2.247060337221538,33.41680047576091,17.95600707833242,17.179291415800897,22.782309140344868,9.07077140396067,2.265898222699634
few_moving,5,90,108,36.71354963240412,213,255.60000000000002,36.725837291138525,33.42204544825017,17.922037248738892,17.14698490223808,22.764481494964315,9.100029571467639,2.2855558506473312,33.431703121598915,17.875174869097044,17.156783198179934,22.287149178638042,8.642010370493818,2.3367614742233047
few_moving,6,122,121.99999999999999,36.72784592551082,260,260,36.75488019709063,33.40835634585024,17.8682599846032,17.144925357509216,22.282984036321313,8.649496782785118,2.311755183012818,33.43594435473957,17.84824485266209,17.181191809349492,21.824649004255956,8.200214586775443,2.3532593281683054
few_moving,7,135,115.71428571428571,36.74076830039111,298,255.42857142857144,36.83893038087978,33.408291295597145,17.843687803194197,17.182264520711225,21.824312434898886,8.187394380745296,2.3395473843673273,33.48311558414135,17.76855608110571,17.146869612109626,21.326120443029044,7.7661942550313485,2.3204962195569556
few_moving,8,168,126,36.830869070417485,304,228,36.904009772474936,33.473606949606044,17.80520184952125,17.18820152246219,21.34674015884475,7.758511279248475,2.313972880049825,33.5233844444721,17.734150824904347,17.15997568851683,20.821616151190078,7.324385681260977,2.284000143882701
few_moving,9,181,120.66666666666669,36.90408643054046,304,202.66666666666666,36.968861920320734,33.52024316624364,17.75776807603077,17.17813697437632,20.852456925342185,7.346612416734592,2.27251289886818,33.56805444797281,17.710971814381562,17.17295988270262,20.335677522769956,6.905933079809147,2.2743779987467545
few_moving,10,215,129,36.900100395644834,304,182.4,37.033135636486136,33.5029831935514,17.741309453783533,17.207876627463556,20.37160120307877,6.91126421411178,2.2643732577715374,33.615304319656104,17.70410927569467,17.1938857693628,19.857425662850613,6.50132224882501,2.273387933628792
few_moving,11,227,123.81818181818183,37.06100531620489,304,165.8181818181818,37.10124924077092,33.64344671508955,17.742456082407482,17.215693790444828,19.895769937872295,6.523271584315706,2.2747686930285123,33.66799262137768,17.707465217641573,17.216508523201263,19.375691406647604,6.093258599965992,2.2727933291316207
few_moving,12,259,129.49999999999997,37.05223512151385,304,151.99999999999997,37.17515567094984,33.63878085803104,17.806986898537314,17.31065084373174,19.43051222104668,6.09727894539867,2.270228906688213,33.72745562905182,17.718298151751213,17.238111342419806,18.898571919366617,5.706085299709534,2.273783770069133
few_moving,13,273,126,37.17829873533193,304,140.3076923076923,37.25593703891616,33.73452103185023,17.813364346397478,17.304821171853515,18.97449440130392,5.716757188088053,2.273137158914475,33.79443779255779,17.735286695666268,17.257440646303206,18.41937999015819,5.34915199868662,2.2779569142813676
few_moving,14,306,131.14285714285714,37.23644148584783,304,130.28571428571428,37.34398788654156,33.78868713318288,17.84114131995272,17.343754264611093,18.515333367481094,5.380687897375096,2.2716033785329057,33.86917316240003,17.757933017006888,17.274079402971754,17.92873789543501,4.9848193680068915,2.2846812993209547
few_moving,15,317,126.8,37.355760220889316,304,121.6,37.456818602960254,33.90736411954592,17.860174632738016,17.32788979788281,18.048768214893773,5.017775236727505,2.271609616117313,33.971321308787445,17.76931349956437,17.269813890010333,17.458242903152964,4.633266596102779,2.2906611507300836
few_moving,16,349,130.875,37.42937891909616,304,114,37.59398745908915,33.97633029259186,17.87349323826612,17.334505139665463,17.5656270558183,4.655121381469427,2.28631705498596,34.10081490484284,17.765590137678906,17.245767400229578,17.014458336008595,4.300813165245975,2.2971359159480325
few_moving,17,362,127.76470588235296,37.5635618614478,304,107.29411764705883,37.74822017735243,34.06943058985886,17.847135170680097,17.297513664240228,17.131371093551977,4.342553422666142,2.3046850271127624,34.24983463456259,17.751668770640908,17.209061068639762,16.594368909409518,3.99834464648272,2.304071801509977
