Scenario,Time,Baseline_Tx,Baseline_TxPerNodePerMin,Baseline_RMSE,ETM_Tx,ETM_TxPerNodePerMin,ETM_RMSE,Baseline_MAE,Baseline_RMSE_Aligned,Baseline_MAE_Aligned,Baseline_PairwiseDist_MAE,Baseline_RangeResidual_MAE,Baseline_AngleResidual_MAE,ETM_MAE,ETM_RMSE_Aligned,ETM_MAE_Aligned,ETM_PairwiseDist_MAE,ETM_RangeResidual_MAE,ETM_AngleResidual_MAE
none_moving,0,0,,36.82155104595928,0,,36.82155104595928,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN
none_moving,1,0,0,36.82155104595928,31,186,36.75406385080542,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.55158639476218,18.091224801205648,17.15372249717398,24.036834712796082,10.150636277196348,1.769344715232941
none_moving,2,33,99,36.75726682082423,78,234,36.71249308320841,33.56768877702444,18.12433383124457,17.178802671505697,24.046089286457896,10.193675755749412,1.8597851462545705,33.47015559079551,18.052070152292682,17.166088564168717,23.688762563280513,9.920998715247531,2.161501444640528
none_moving,3,45,90,36.703716144950185,123,246,36.70696715939675,33.46705203796966,18.089962104496223,17.201571123534805,23.705053545590413,9.933781007341745,2.14686454536146,33.43808118413851,17.995847550145623,17.167596916129632,23.24148692339547,9.507400947931895,2.251045957506019
none_moving,4,79,118.5,36.68710823520513,169,253.49999999999997,36.711815206800715,33.424258762453455,18.026800273429775,17.194453219256992,23.255011398051487,9.525449120759959,2.241015889039191,33.41792140935316,17.93619545026644,17.16223909527308,22.768434702790497,9.063707803993877,2.290769405055287
none_moving,5,92,110.39999999999999,36.68739634228423,216,259.20000000000005,36.73470313111533,33.399754128050745,17.93659084542395,17.16014518820518,22.76295620244072,9.07518282860532,2.28833326917628,33.418147820111535,17.865513002462524,17.144875615681276,22.27382658071464,8.600953255690587,2.3165577280267513
none_moving,6,126,125.99999999999999,36.69354379567708,262,262,36.74979231293465,33.38647867490665,17.867613359544237,17.147706084895837,22.27476705274083,8.628619562312776,2.3368673174813432,33.407776701166156,17.834499946941634,17.16584670220465,21.837489161892687,8.215792836655146,2.33181440687908
none_moving,7,138,118.28571428571429,36.75695355160099,304,260.57142857142856,36.805314291077195,33.42034704322883,17.821918375910517,17.156408965444037,21.809837746122007,8.187605522009333,2.3455735650709286,33.43736449461518,17.807342080068455,17.190146954457113,21.358950522844466,7.7906774919843285,2.31065596225984
none_moving,8,172,129,36.81538229992232,311,233.25,36.8902448576566,33.469619052838276,17.820868973053038,17.208659459739238,21.344358441128396,7.760519430894668,2.3227319958935664,33.48817180920396,17.77284569054927,17.186528295853268,20.88372597085294,7.369283545516298,2.2862308179164352
none_moving,9,185,123.33333333333334,36.8612326705722,311,207.33333333333334,36.94434858047432,33.49869814498706,17.793555661466524,17.22976796337383,20.85467990129483,7.297391345665212,2.315679161915274,33.518691680670344,17.76704280885018,17.20837806021915,20.417099055336116,6.965348606722486,2.2721809652705818
none_moving,10,217,130.20000000000002,36.9776961077691,311,186.60000000000002,37.00159349365353,33.5852560150726,17.77705823512122,17.23855359404204,20.391117968151796,6.910334732732226,2.314590565760567,33.555625601896296,17.770292841815408,17.23028966133902,19.94767796228674,6.563790850326358,2.26752326088744
none_moving,11,229,124.9090909090909,37.05563748513649,311,169.63636363636365,37.06345912109525,33.632831651490115,17.774749392389975,17.247822707229567,19.905387233860687,6.473334726806406,2.2873253934105597,33.59927195622437,17.78045636982824,17.25044219782692,19.469768183860413,6.152476290279803,2.266749040858416
none_moving,12,262,131,37.063218342123605,311,155.5,37.13201797702531,33.63296521916026,17.791577948904376,17.29814261624611,19.41511640900071,6.018682295070368,2.302314171274578,33.65095507827607,17.79584927752738,17.267267106948392,18.993461162252032,5.763914924818624,2.2686564897499566
none_moving,13,274,126.46153846153845,37.20018146911774,311,143.53846153846155,37.20799578585075,33.739661800950635,17.756297395023,17.253725417446894,18.928905890328423,5.648779408119497,2.3047595167713966,33.711032182524434,17.81604641588937,17.28059277283499,18.51303360457478,5.402560747566738,2.273738980741533
none_moving,14,307,131.57142857142856,37.26402980116719,311,133.28571428571428,37.291611577140245,33.7858839129069,17.737744346364924,17.257137677932356,18.416916625789646,5.230769315204407,2.282954721946475,33.7795166132161,17.841035070356007,17.290629505060522,18.024267008677764,5.034481773158713,2.281194109507281
none_moving,15,319,127.6,37.347846640449305,311,124.4,37.3829487617273,33.87006003428452,17.793541233488696,17.29588340439077,17.970053129683812,4.923345571085332,2.2861918447322216,33.85635379540766,17.870913552474853,17.297557113333887,17.530047611670962,4.661595342732441,2.2905432750884844
none_moving,16,351,131.625,37.3904016596067,311,116.625,37.48564219255461,33.94297557941415,17.870947014416167,17.38080110539291,17.53427641143962,4.635689679833952,2.293158102389167,33.945696288534855,17.902270566102132,17.297439708743834,17.03835535432868,4.294826945256238,2.3003189555217163
none_moving,17,365,128.8235294117647,37.55923524775968,311,109.76470588235294,37.614065032062996,34.07232260887848,17.886470787752945,17.336845673550393,17.06412319935279,4.253407654490487,2.3040830224431006,34.064439374120376,17.918494087570107,17.275360124781816,16.596559801896255,4.022076120241361,2.306388142592578
none_moving,18,396,132,37.68070789868281,311,103.66666666666667,37.76224454243611,34.17935011362458,17.916992362006383,17.320250108847873,16.637985787056046,3.9087263229571403,2.315694694711992,34.205793502459294,17.920160735351306,17.23784735491622,16.176275381920103,3.7490089272582936,2.3119737967582075
none_moving,19,409,129.1578947368421,37.831960184254186,311,98.21052631578948,37.9232079371303,34.32397787311071,17.907681146067283,17.290342921189453,16.248587850116216,3.678787443827418,2.3297523173382513,34.362005745240126,17.91314765046883,17.191454030129556,15.79571239891718,3.4784880120143717,2.31801716766354
none_moving,20,442,132.60000000000002,37.97698449706889,311,93.30000000000001,38.09266354656606,34.478641232408094,17.904762549306483,17.25896543293531,15.858704229312227,3.387883404401204,2.3189519496987616,34.52822186532757,17.901166298048928,17.139658092465673,15.43757127596836,3.2137476301166026,2.3248309843564594
