Scenario,Time,Baseline_Tx,Baseline_TxPerNodePerMin,Baseline_RMSE,ETM_Tx,ETM_TxPerNodePerMin,ETM_RMSE,Baseline_MAE,Baseline_RMSE_Aligned,Baseline_MAE_Aligned,Baseline_PairwiseDist_MAE,Baseline_RangeResidual_MAE,Baseline_AngleResidual_MAE,ETM_MAE,ETM_RMSE_Aligned,ETM_MAE_Aligned,ETM_PairwiseDist_MAE,ETM_RangeResidual_MAE,ETM_AngleResidual_MAE
none_moving,0,0,,36.82155104595928,0,,36.82155104595928,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN
none_moving,1,0,0,36.82155104595928,31,186,36.75406385080542,33.64586534768495,18.187917130173428,17.241615522676813,24.44493498974518,NaN,NaN,33.55158639476218,18.091224801205648,17.15372249717398,24.036834712796082,10.14964139204245,1.769344715232941
none_moving,2,33,99,36.75726682082423,78,234,36.71254477016823,33.56768877702444,18.12433383124457,17.178802671505697,24.046089286457896,10.187953616813553,1.8597851462545705,33.47020517773744,18.05205349308092,17.16606757001714,23.688785415938426,9.946672157972547,2.1614222385863813
none_moving,3,45,90,36.70365080570216,123,246,36.70704317551455,33.46699846293602,18.089979977605985,17.201575386197486,23.70509792247397,9.9436522719852,2.1471874486435234,33.438162479008646,17.995885812619786,17.16761956592224,23.241568199572388,9.526450781128977,2.251004203710891
none_moving,4,79,118.5,36.68715558684312,169,253.49999999999997,36.71211064356072,33.424307811193,18.02681154335565,17.194442669710977,23.255087290518127,9.535379266108764,2.24093924848674,33.41815165012476,17.936039989449494,17.16206429417851,22.76848654218787,9.07666793326822,2.2905705788178885
none_moving,5,92,110.39999999999999,36.687226781047684,216,259.20000000000005,36.7357144270272,33.39962631214381,17.93674522791719,17.160307642624474,22.762998660269655,9.0816721522279,2.2884160371391644,33.41889704408515,17.865205076073085,17.144451994111023,22.273989569465645,8.616981258528439,2.3159931877043163
none_moving,6,126,125.99999999999999,36.693839561843554,262,262,36.75017792505655,33.38673233648096,17.867890712030935,17.14806918499082,22.275014197238058,8.635632425217798,2.337140298891677,33.408005862481396,17.834466314554195,17.165841101278826,21.837482082792278,8.225655370733909,2.332717794302962
none_moving,7,138,118.28571428571429,36.757611442300565,304,260.57142857142856,36.80546467939041,33.42075381059907,17.821601478995,17.156010089987458,21.810213799271228,8.183330347922658,2.345431099890549,33.43759228851546,17.807116146745972,17.18997625026237,21.358719218256972,7.7924264486156956,2.3101793856726687
none_moving,8,172,129,36.81461136970766,311,233.25,36.89032556351715,33.468910433592086,17.82039733343922,17.208193020027952,21.344701263721465,7.7558517847966,2.321873002888278,33.48832315395448,17.772934422716173,17.186745724915333,20.882982709812445,7.34586646926281,2.2854928419320664
none_moving,9,185,123.33333333333334,36.861276710184676,311,207.33333333333334,36.94432995261,33.498681509208595,17.79277888800944,17.22903829848999,20.85432111154393,7.283106084657189,2.31656012598467,33.518741079663684,17.7672121848262,17.20870702300244,20.416064673751382,6.941534987263194,2.2717458430205335
none_moving,10,217,130.20000000000002,36.979041339187916,311,186.60000000000002,37.00155078727137,33.5865190551546,17.775777568862498,17.237395100212392,20.39001892017809,6.894078597028895,2.314489054503368,33.55564165186141,17.77053523711168,17.230689969044896,19.946507764428397,6.539793254084155,2.267194284919163
none_moving,11,229,124.9090909090909,37.05626129619201,311,169.63636363636365,37.06344465934833,33.63312510159924,17.77320776875422,17.246432996369002,19.905112071245938,6.475507337588495,2.2878191598576607,33.59930078095803,17.78075554727999,17.250872744891367,19.468525212967815,6.128420759936974,2.2666565851477114
none_moving,12,262,131,37.0647355779498,311,155.5,37.13204709327836,33.63401440794434,17.789222370930595,17.295439540818894,19.415985060900876,6.023704914091198,2.30201032540193,33.65101238597446,17.79620369890907,17.26771335591245,18.992426601046347,5.745433214304483,2.2685965201900946
none_moving,13,274,126.46153846153845,37.198648552724514,311,143.53846153846155,37.208085068315775,33.73867317522558,17.758199040463563,17.255424888956604,18.92798565901148,5.639250662683451,2.304406474030268,33.71113436225288,17.816449286341708,17.281041024284693,18.511962961329125,5.384092041564268,2.273697439160965
none_moving,14,307,131.57142857142856,37.263353924567824,311,133.28571428571428,37.291775008913284,33.785743801624406,17.7400235092658,17.259218280212313,18.416418537632392,5.220991238099924,2.2824112337458606,33.779678034604316,17.84147854457724,17.29107287414671,18.02316571492592,5.015998463387367,2.281162425917004
none_moving,15,319,127.6,37.34771363688892,311,124.4,37.38319999939599,33.87024381116627,17.79539899351654,17.29757276963104,17.969342563974443,4.924683564910622,2.2859325420653454,33.85658872756027,17.87139042340272,17.297994665402666,17.528918906485288,4.643065158780103,2.2905163345762967
none_moving,16,351,131.625,37.39285287101146,311,116.625,37.48698845958215,33.945925113782266,17.870862172709003,17.379821662084286,17.535225884593686,4.639720153832643,2.2926346786717704,33.947181517030536,17.901791846774255,17.296783961375713,17.038275190531667,4.270730872190202,2.2999404740977805
none_moving,17,365,128.8235294117647,37.55969074010556,311,109.76470588235294,37.616065587271095,34.072950622756395,17.885440813903504,17.33713964097274,17.064218516873403,4.256840674494718,2.304182467659473,34.06668032198767,17.917386864257992,17.27408652074879,16.596874277771036,3.9904325879388804,2.305732773814461
none_moving,18,396,132,37.68060832749087,311,103.66666666666667,37.76462331210634,34.179784780888724,17.916852929719308,17.320237499545918,16.639571059545705,3.9288753148991753,2.3158810292885765,34.208468945322736,17.918709205074848,17.23625902440376,16.176671332004826,3.71641863670942,2.311183329048462
none_moving,19,409,129.1578947368421,37.82888318519832,311,98.21052631578948,37.925785784237696,34.321713682839075,17.911552105992772,17.293374045810182,16.24762169764173,3.6852099455359633,2.330105070693628,34.364901997507005,17.911552919653012,17.1897403490615,15.796217094724385,3.445088193787778,2.317180198664635
none_moving,20,442,132.60000000000002,37.9772510891866,311,93.30000000000001,38.095333974938505,34.47888588074953,17.906403682321287,17.258929848837653,15.85757977042329,3.3957138725316347,2.3186566807241986,34.5312094623979,17.899557488495336,17.137927973374122,15.437441943154543,3.1781023629337577,2.3239927289229896
