Scenario,Time,Nodes,CloudBaseline_RMSE,CloudRobust_RMSE,CoverageBaseline,CoverageRobust
many_moving,0,12,NaN,NaN,0,0
many_moving,1,12,NaN,NaN,0,0
many_moving,2,12,34.616193055852534,32.305400349452796,12,12
many_moving,3,12,34.616193055852534,32.305400349452796,12,12
many_moving,4,12,34.616193055852534,32.305400349452796,12,12
many_moving,5,12,34.616193055852534,32.305400349452796,12,12
many_moving,6,12,34.616193055852534,32.305400349452796,12,12
many_moving,7,12,34.616193055852534,32.305400349452796,12,12
many_moving,8,12,34.616193055852534,32.305400349452796,12,12
many_moving,9,12,34.616193055852534,32.305400349452796,12,12
many_moving,10,12,34.616193055852534,32.305400349452796,12,12
many_moving,11,12,34.616193055852534,32.305400349452796,12,12
many_moving,12,12,34.616193055852534,32.305400349452796,12,12
many_moving,13,12,34.616193055852534,32.305400349452796,12,12
many_moving,14,12,34.616193055852534,32.305400349452796,12,12
many_moving,15,12,34.616193055852534,32.305400349452796,12,12
many_moving,16,12,34.616193055852534,32.305400349452796,12,12
many_moving,17,12,34.616193055852534,32.305400349452796,12,12
many_moving,18,12,34.616193055852534,32.305400349452796,12,12
many_moving,19,12,34.616193055852534,32.305400349452796,12,12
many_moving,20,12,34.616193055852534,32.305400349452796,12,12
many_moving,21,12,34.616193055852534,32.305400349452796,12,12
many_moving,22,12,34.616193055852534,32.305400349452796,12,12
many_moving,23,12,34.616193055852534,32.305400349452796,12,12
many_moving,24,12,34.616193055852534,32.305400349452796,12,12
many_moving,25,12,34.616193055852534,32.305400349452796,12,12
many_moving,26,12,34.616193055852534,32.305400349452796,12,12
many_moving,27,12,34.616193055852534,32.305400349452796,12,12
many_moving,28,12,34.628212767287906,32.33203157297905,12,12
many_moving,29,12,34.628212767287906,32.33203157297905,12,12
many_moving,30,12,34.58597905472264,32.42975961942895,12,12
many_moving,31,12,34.58597905472264,32.42975961942895,12,12
many_moving,32,12,34.763608804117446,32.795294919290995,12,12
many_moving,33,12,34.763608804117446,32.795294919290995,12,12
many_moving,34,12,34.851582444366656,32.95898669417726,12,12
many_moving,35,12,34.851582444366656,32.95898669417726,12,12
many_moving,36,12,34.851582444366656,32.95898669417726,12,12
many_moving,37,12,34.851582444366656,32.95898669417726,12,12
many_moving,38,12,34.851582444366656,32.95898669417726,12,12
many_moving,39,12,34.851582444366656,32.95898669417726,12,12
many_moving,40,12,34.851582444366656,32.95898669417726,12,12
many_moving,41,12,34.851582444366656,32.95898669417726,12,12
many_moving,42,12,34.851582444366656,32.95898669417726,12,12
many_moving,43,12,34.851582444366656,32.95898669417726,12,12
many_moving,44,12,34.851582444366656,32.95898669417726,12,12
many_moving,45,12,34.851582444366656,32.95898669417726,12,12
many_moving,46,12,34.851582444366656,32.95898669417726,12,12
many_moving,47,12,34.851582444366656,32.95898669417726,12,12
many_moving,48,12,34.851582444366656,32.95898669417726,12,12
many_moving,49,12,34.851582444366656,32.95898669417726,12,12
many_moving,50,12,34.851582444366656,32.95898669417726,12,12
many_moving,51,12,34.851582444366656,32.95898669417726,12,12
many_moving,52,12,34.851582444366656,32.95898669417726,12,12
many_moving,53,12,34.851582444366656,32.95898669417726,12,12
many_moving,54,12,34.851582444366656,32.95898669417726,12,12
many_moving,55,12,34.851582444366656,32.95898669417726,12,12
many_moving,56,12,34.851582444366656,32.95898669417726,12,12
many_moving,57,12,34.851582444366656,32.95898669417726,12,12
many_moving,58,12,34.90215888676328,33.019519468728504,12,12
many_moving,59,12,34.90215888676328,33.019519468728504,12,12
many_moving,60,12,34.83922823088088,32.96912572913644,12,12
many_moving,61,12,34.83922823088088,32.96912572913644,12,12
many_moving,62,12,34.84064536111641,32.952142037964826,12,12
many_moving,63,12,34.84064536111641,32.952142037964826,12,12
many_moving,64,12,34.9204776269575,33.031884752220066,12,12
many_moving,65,12,34.9204776269575,33.031884752220066,12,12
many_moving,66,12,34.9204776269575,33.031884752220066,12,12
many_moving,67,12,34.9204776269575,33.031884752220066,12,12
many_moving,68,12,34.9204776269575,33.031884752220066,12,12
many_moving,69,12,34.9204776269575,33.031884752220066,12,12
many_moving,70,12,34.9204776269575,33.031884752220066,12,12
many_moving,71,12,34.9204776269575,33.031884752220066,12,12
many_moving,72,12,34.9204776269575,33.031884752220066,12,12
many_moving,73,12,34.9204776269575,33.031884752220066,12,12
many_moving,74,12,34.94052076753694,33.058622641568036,12,12
many_moving,75,12,34.94052076753694,33.058622641568036,12,12
many_moving,76,12,34.94052076753694,33.058622641568036,12,12
many_moving,77,12,34.94052076753694,33.058622641568036,12,12
many_moving,78,12,34.94052076753694,33.058622641568036,12,12
many_moving,79,12,34.94052076753694,33.058622641568036,12,12
many_moving,80,12,34.94052076753694,33.058622641568036,12,12
many_moving,81,12,34.94052076753694,33.058622641568036,12,12
many_moving,82,12,34.94052076753694,33.058622641568036,12,12
many_moving,83,12,34.94052076753694,33.058622641568036,12,12
many_moving,84,12,34.94052076753694,33.058622641568036,12,12
many_moving,85,12,34.94052076753694,33.058622641568036,12,12
many_moving,86,12,34.94057302327912,33.058419996213004,12,12
many_moving,87,12,34.94057302327912,33.058419996213004,12,12
many_moving,88,12,34.95384933991858,33.06597648457942,12,12
many_moving,89,12,34.95384933991858,33.06597648457942,12,12
many_moving,90,12,34.905144512354866,33.019422255855496,12,12
many_moving,91,12,34.905144512354866,33.019422255855496,12,12
many_moving,92,12,34.93700537899119,33.03768431982295,12,12
many_moving,93,12,34.93700537899119,33.03768431982295,12,12
many_moving,94,12,34.77715591036356,32.8685992031658,12,12
