Scenario,Time,Nodes,CloudBaseline_RMSE,CloudRobust_RMSE,CoverageBaseline,CoverageRobust
few_moving,0,12,NaN,NaN,0,0
few_moving,1,12,NaN,NaN,0,0
few_moving,2,12,33.53866011818989,34.30265502357834,12,12
few_moving,3,12,33.53866011818989,34.30265502357834,12,12
few_moving,4,12,33.53866011818989,34.30265502357834,12,12
few_moving,5,12,33.53866011818989,34.30265502357834,12,12
few_moving,6,12,33.53866011818989,34.30265502357834,12,12
few_moving,7,12,33.53866011818989,34.30265502357834,12,12
few_moving,8,12,33.53866011818989,34.30265502357834,12,12
few_moving,9,12,33.53866011818989,34.30265502357834,12,12
few_moving,10,12,33.53866011818989,34.30265502357834,12,12
few_moving,11,12,33.53866011818989,34.30265502357834,12,12
few_moving,12,12,33.53866011818989,34.30265502357834,12,12
few_moving,13,12,33.53866011818989,34.30265502357834,12,12
few_moving,14,12,33.53866011818989,34.30265502357834,12,12
few_moving,15,12,33.53866011818989,34.30265502357834,12,12
few_moving,16,12,33.53866011818989,34.30265502357834,12,12
few_moving,17,12,33.53866011818989,34.30265502357834,12,12
few_moving,18,12,33.53866011818989,34.30265502357834,12,12
few_moving,19,12,33.53866011818989,34.30265502357834,12,12
few_moving,20,12,33.53866011818989,34.30265502357834,12,12
few_moving,21,12,33.53866011818989,34.30265502357834,12,12
few_moving,22,12,33.53866011818989,34.30265502357834,12,12
few_moving,23,12,33.53866011818989,34.30265502357834,12,12
few_moving,24,12,33.53866011818989,34.30265502357834,12,12
few_moving,25,12,33.53866011818989,34.30265502357834,12,12
few_moving,26,12,33.53866011818989,34.30265502357834,12,12
few_moving,27,12,33.53866011818989,34.30265502357834,12,12
few_moving,28,12,33.53866011818989,34.30265502357834,12,12
few_moving,29,12,33.53866011818989,34.30265502357834,12,12
few_moving,30,12,33.546194945094214,34.30785587651633,12,12
few_moving,31,12,33.546194945094214,34.30785587651633,12,12
few_moving,32,12,33.64627537101987,34.80478880824342,12,12
few_moving,33,12,33.64627537101987,34.80478880824342,12,12
few_moving,34,12,33.855197882212096,35.561355539450915,12,12
few_moving,35,12,33.855197882212096,35.561355539450915,12,12
few_moving,36,12,33.855197882212096,35.561355539450915,12,12
few_moving,37,12,33.855197882212096,35.561355539450915,12,12
few_moving,38,12,33.855197882212096,35.561355539450915,12,12
few_moving,39,12,33.855197882212096,35.561355539450915,12,12
few_moving,40,12,33.855197882212096,35.561355539450915,12,12
few_moving,41,12,33.855197882212096,35.561355539450915,12,12
few_moving,42,12,33.855197882212096,35.561355539450915,12,12
few_moving,43,12,33.855197882212096,35.561355539450915,12,12
few_moving,44,12,33.8533591386562,35.56103482954495,12,12
few_moving,45,12,33.8533591386562,35.56103482954495,12,12
few_moving,46,12,33.905562674983344,35.61122099618328,12,12
few_moving,47,12,33.905562674983344,35.61122099618328,12,12
few_moving,48,12,33.905562674983344,35.61122099618328,12,12
few_moving,49,12,33.905562674983344,35.61122099618328,12,12
few_moving,50,12,33.905562674983344,35.61122099618328,12,12
few_moving,51,12,33.905562674983344,35.61122099618328,12,12
few_moving,52,12,33.905562674983344,35.61122099618328,12,12
few_moving,53,12,33.905562674983344,35.61122099618328,12,12
few_moving,54,12,33.905562674983344,35.61122099618328,12,12
few_moving,55,12,33.905562674983344,35.61122099618328,12,12
few_moving,56,12,33.905562674983344,35.61122099618328,12,12
few_moving,57,12,33.905562674983344,35.61122099618328,12,12
few_moving,58,12,33.87375697856073,35.5344180851644,12,12
few_moving,59,12,33.87375697856073,35.5344180851644,12,12
few_moving,60,12,33.89413180507901,35.56633559461441,12,12
few_moving,61,12,33.89413180507901,35.56633559461441,12,12
few_moving,62,12,33.88536240320276,35.589270148026294,12,12
few_moving,63,12,33.88536240320276,35.589270148026294,12,12
few_moving,64,12,33.84165631366117,35.70634162725096,12,12
few_moving,65,12,33.84165631366117,35.70634162725096,12,12
few_moving,66,12,33.84165631366117,35.70634162725096,12,12
few_moving,67,12,33.84165631366117,35.70634162725096,12,12
few_moving,68,12,33.84165631366117,35.70634162725096,12,12
few_moving,69,12,33.84165631366117,35.70634162725096,12,12
few_moving,70,12,33.84165631366117,35.70634162725096,12,12
few_moving,71,12,33.84165631366117,35.70634162725096,12,12
few_moving,72,12,33.84165631366117,35.70634162725096,12,12
few_moving,73,12,33.84165631366117,35.70634162725096,12,12
few_moving,74,12,33.803572385824985,35.67024861693146,12,12
few_moving,75,12,33.803572385824985,35.67024861693146,12,12
few_moving,76,12,33.81506077729748,35.681135992598584,12,12
few_moving,77,12,33.81506077729748,35.681135992598584,12,12
few_moving,78,12,33.81506077729748,35.681135992598584,12,12
few_moving,79,12,33.81506077729748,35.681135992598584,12,12
few_moving,80,12,33.81506077729748,35.681135992598584,12,12
few_moving,81,12,33.81506077729748,35.681135992598584,12,12
few_moving,82,12,33.81506077729748,35.681135992598584,12,12
few_moving,83,12,33.81506077729748,35.681135992598584,12,12
few_moving,84,12,33.81506077729748,35.681135992598584,12,12
few_moving,85,12,33.81506077729748,35.681135992598584,12,12
few_moving,86,12,33.84825117884251,35.72333114668906,12,12
few_moving,87,12,33.84825117884251,35.72333114668906,12,12
few_moving,88,12,33.81632726352374,35.685460665207636,12,12
few_moving,89,12,33.81632726352374,35.685460665207636,12,12
few_moving,90,12,33.780446324676596,35.62598898364072,12,12
few_moving,91,12,33.780446324676596,35.62598898364072,12,12
few_moving,92,12,33.780446324676596,35.62598898364072,12,12
few_moving,93,12,33.780446324676596,35.62598898364072,12,12
few_moving,94,12,33.780446324676596,35.62598898364072,12,12
few_moving,95,12,33.780446324676596,35.62598898364072,12,12
few_moving,96,12,33.652856862884384,35.50563496892354,12,12
few_moving,97,12,33.652856862884384,35.50563496892354,12,12
few_moving,98,12,33.652856862884384,35.50563496892354,12,12
few_moving,99,12,33.652856862884384,35.50563496892354,12,12
few_moving,100,12,33.652856862884384,35.50563496892354,12,12
few_moving,101,12,33.652856862884384,35.50563496892354,12,12
few_moving,102,12,33.652856862884384,35.50563496892354,12,12
few_moving,103,12,33.652856862884384,35.50563496892354,12,12
few_moving,104,12,33.66530364721299,35.528268217083806,12,12
few_moving,105,12,33.66530364721299,35.528268217083806,12,12
few_moving,106,12,33.707631658598686,35.56384513947101,12,12
few_moving,107,12,33.707631658598686,35.56384513947101,12,12
few_moving,108,12,33.69489064418417,35.55176935956974,12,12
few_moving,109,12,33.69489064418417,35.55176935956974,12,12
few_moving,110,12,33.69489064418417,35.55176935956974,12,12
few_moving,111,12,33.69489064418417,35.55176935956974,12,12
few_moving,112,12,33.69489064418417,35.55176935956974,12,12
few_moving,113,12,33.69489064418417,35.55176935956974,12,12
few_moving,114,12,33.69489064418417,35.55176935956974,12,12
few_moving,115,12,33.69489064418417,35.55176935956974,12,12
few_moving,116,12,33.75107031220323,35.605019257006425,12,12
few_moving,117,12,33.75107031220323,35.605019257006425,12,12
few_moving,118,12,33.67515982645512,35.53050794743031,12,12
few_moving,119,12,33.67515982645512,35.53050794743031,12,12
few_moving,120,12,33.67515982645512,35.53050794743031,12,12
