node_count,uwb_sigma_m,rmse_aligned_m,mae_aligned_m,pairwise_dist_mae_m
3,0,0.0031418948543965727,0.0028403411229662935,0.002644110941108835
3,0.1,0.033920408271245726,0.0321597175892277,0.04973842519760415
3,0.2,0.09074113476568674,0.08676665235545543,0.11823576769315973
3,0.3,0.11314259807761551,0.11146636483765561,0.14582499892161138
3,0.4,0.1559486574574501,0.14758174664853266,0.16092754599076642
3,0.5,0.1840032269388705,0.1718249198563417,0.24120002893595208
3,0.6,0.18837118160398428,0.1830038560694883,0.26280374846175053
3,0.7,0.23138648209449592,0.21121299515915626,0.29940907065861566
3,0.8,0.3238105722802734,0.31103415854891175,0.3755866467032452
3,0.9,0.28506649607596274,0.2798026045470649,0.3517392185784291
3,1,0.33111612370795085,0.32790519549537533,0.4510112571213594
3,1.5,0.5239728122179467,0.5153209152784234,0.666157134385949
3,2,0.6566689325283661,0.6357004782268937,1.0606287929366627
3,3,1.7100604001940891,1.4536537314626037,1.6226661715445054
3,4,1.817030244834499,1.7193383898716572,2.487814459681026
3,5,1.251995466462678,1.1755798061717104,1.6755312882150732
8,0,0.0012302067041125545,0.0011693951216381422,0.0010303470718841126
8,0.1,0.03083160436119578,0.02677667785124213,0.028103430331825337
8,0.2,0.07321777055987219,0.07135751434872362,0.06779830140549589
8,0.3,0.0985193326794467,0.0819969557257213,0.103982480591763
8,0.4,0.13857658258222794,0.12639317439005968,0.14147559601904866
8,0.5,0.18747163174325435,0.16147671889842036,0.19213312224001802
8,0.6,0.15110322041078642,0.136839532749436,0.16027606480796003
8,0.7,0.16870034829542677,0.1530175900602579,0.1658541580016786
8,0.8,0.27050369293541143,0.2572069249510182,0.25864505357338696
8,0.9,0.2727774192302987,0.24990463286212544,0.2749348579869694
8,1,0.32630239281971046,0.2716248039211313,0.3006280387251464
8,1.5,0.549561796624244,0.4811512583383197,0.5730971902105065
8,2,0.7179465549557202,0.6601361008195293,0.705159505403082
8,3,1.1141920184143832,1.0157835907671167,1.1035313035947731
8,4,1.2216842690544514,1.099473996054447,1.2161602443845954
8,5,1.587262726078459,1.4609187381058304,1.5765393898925224
15,0,0.00021041847367787503,0.00016850512962530734,0.00017643181617141106
15,0.1,0.024618389551706553,0.020785382414404367,0.021853135018135357
15,0.2,0.05124613943457211,0.04354847505610975,0.045378991646918346
15,0.3,0.06483618613482484,0.061495269417028986,0.06131734220964357
15,0.4,0.11581897884693862,0.09439593842827146,0.10045227650199909
15,0.5,0.14014258072663938,0.1194870539516121,0.13451803861049877
15,0.6,0.16593552389308486,0.14099904414335837,0.14343213156892967
15,0.7,0.20333295374941787,0.18234825465919233,0.17983927567959077
15,0.8,0.19574062627625646,0.1601564236660162,0.1699643911873137
15,0.9,0.2314528889811738,0.21059370586245435,0.21249201784732513
15,1,0.2929688640415297,0.27059518851444875,0.2539242875390999
15,1.5,0.3790037210953576,0.35275689924048503,0.348478960624697
15,2,0.4750690437474809,0.4142162186633119,0.4155188988083092
15,3,0.907086067732721,0.8148101654696284,0.845908529141266
15,4,1.0583098984445056,0.913212827342605,0.9281759598662911
15,5,1.5757026632142974,1.4482438974199112,1.4541138223217605
