node_count,uwb_sigma_m,seed,rmse_aligned_m,mae_aligned_m,pairwise_dist_mae_m
15,2,10226,0.5154036007673086,0.4756487335244507,0.5040759684758647
15,3,10226,0.7507065926689472,0.6898319178560186,0.7134980821720026
15,4,10226,0.9981672072402229,0.8676047821374077,0.8069798734654152
15,5,10226,1.3354146859041016,1.159374385194436,1.210932486520483
15,0,20226,0.00033290724974686616,0.00029838380046346373,0.0002816048888662075
15,0.1,20226,0.031718406965489866,0.028263896485082724,0.029450322162251026
15,0.2,20226,0.05354450711478854,0.04749349144238377,0.05025353556274249
15,0.3,20226,0.10285385262197626,0.08625726792405947,0.09492371521782995
15,0.4,20226,0.09400591501167392,0.08535301167986202,0.0809386981053722
15,0.5,20226,0.1268021885242375,0.11631825126042522,0.11716329581789199
15,0.6,20226,0.14716278741712432,0.13379337567171523,0.12905593874145574
15,0.7,20226,0.2074630169451043,0.17835810399193727,0.1846297759609283
15,0.8,20226,0.1931626468679336,0.17558833810288546,0.18706363989284386
15,0.9,20226,0.2307631051809827,0.19729825709801072,0.2210392951885467
15,1,20226,0.31940451606077147,0.28761224740081287,0.27817164283106605
15,1.5,20226,0.3604405231022686,0.315262154660256,0.3197817417483945
15,2,20226,0.5150662803131729,0.4748341617100472,0.4391566551186063
15,3,20226,0.7905243511647996,0.7188575462659574,0.8767118630001266
15,4,20226,0.9648110286303762,0.8865722326126021,0.87051132023716
15,5,20226,1.898495987344206,1.7455872821456373,1.707173545409784
15,0,30226,0.00021041847367787503,0.00016850512962530734,0.00017643181617141106
15,0.1,30226,0.02697200018806795,0.022743894489359578,0.023328999567277953
15,0.2,30226,0.05811685864960353,0.05011709022759235,0.05141780494910278
15,0.3,30226,0.06294471672564902,0.054174395493305966,0.05868192225700296
15,0.4,30226,0.13654815839592063,0.12279006159513121,0.1305371657992509
15,0.5,30226,0.13440400330609875,0.11026911788856074,0.11939539602385599
15,0.6,30226,0.15092480620559748,0.1269071643840402,0.13367968642667014
15,0.7,30226,0.20375122943007937,0.1784506063046754,0.17690751044093747
15,0.8,30226,0.1995847973356733,0.1706879161938474,0.18234280425200197
15,0.9,30226,0.2824014990993743,0.25576940733128306,0.2530161471411404
15,1,30226,0.2740341267515369,0.2495347834594749,0.24939973968709622
15,1.5,30226,0.38060009902226105,0.33521328726941413,0.3367472447830959
15,2,30226,0.5262836618747571,0.4639882354706519,0.45868914813748857
15,3,30226,0.7164249352937421,0.6236559348136488,0.6195060163471711
15,4,30226,1.1440291594444942,0.986112437814985,1.006972338410247
15,5,30226,1.064036924309733,0.9689232071660527,1.0780119745917667
15,0,40226,0.0009682767449917611,0.0008612813521406774,0.0007133829867522503
15,0.1,40226,0.035136390235487036,0.028511615498091763,0.032874205044089166
15,0.2,40226,0.0442601915453258,0.041016945157835896,0.03905668743656751
15,0.3,40226,0.06352761936826538,0.055778100881016014,0.05388249191730557
15,0.4,40226,0.08758993902244759,0.06819703094779132,0.07343814199565478
15,0.5,40226,0.10687806348653082,0.0891612528956301,0.09492667458697454
15,0.6,40226,0.18197841866225092,0.1673549972854467,0.19557152742727382
15,0.7,40226,0.14080429373458636,0.13051092448862656,0.12335448899876988
15,0.8,40226,0.17590809548948444,0.15611425358457948,0.1481989787083558
15,0.9,40226,0.25856747769049115,0.23031916219092946,0.20235067971353482
15,1,40226,0.23778589646439766,0.2275859244630315,0.20516352518437167
15,1.5,40226,0.351757792858804,0.31012986681094445,0.2941649858311473
15,2,40226,0.46633574426940433,0.4281959923883922,0.38173092823063554
15,3,40226,0.7864086646889852,0.6989071318166753,0.6792961980020604
15,4,40226,1.4636516412729872,1.3340609744534957,1.3699272318120839
15,5,40226,1.5445184840038504,1.3032823634012982,1.40234994571102
