time_s,rmse_gps_m,rmse_kalman_m,rmse_adaptive_m,r_fixed,q_fixed,r_adaptive_init,q_adaptive_init,std,n
320,9.225765915280334,5.367822332818949,5.572437232434566,100,0.01,10,0.01,10,5
321,9.225765915280334,5.952068870990132,6.149806398025589,100,0.01,10,0.01,10,5
322,9.225765915280334,4.140622781238803,4.18244481144191,100,0.01,10,0.01,10,5
323,9.225765915280334,2.0441257942410376,1.978351976534283,100,0.01,10,0.01,10,5
324,9.225765915280334,2.4904374281330526,2.4481410837736544,100,0.01,10,0.01,10,5
325,9.225765915280334,1.269465467384224,1.2352358502441563,100,0.01,10,0.01,10,5
326,9.225765915280334,0.6802101628138072,0.8742178716960107,100,0.01,10,0.01,10,5
327,9.225765915280334,2.7382974934390405,3.0653279767421004,100,0.01,10,0.01,10,5
328,9.225765915280334,5.000978591355329,5.415630875266256,100,0.01,10,0.01,10,5
329,9.225765915280334,3.2332755092642538,3.514821517541517,100,0.01,10,0.01,10,5
330,9.225765915280334,4.788373763658761,5.1130087612332185,100,0.01,10,0.01,10,5
331,9.225765915280334,5.318975542928343,5.631949384734813,100,0.01,10,0.01,10,5
332,9.225765915280334,5.2996112943369225,5.575396924949485,100,0.01,10,0.01,10,5
333,9.225765915280334,5.967169376115075,6.2381492010385475,100,0.01,10,0.01,10,5
334,9.225765915280334,6.512029222818358,6.769699630067112,100,0.01,10,0.01,10,5
335,9.225765915280334,5.955205935014043,6.146420446955794,100,0.01,10,0.01,10,5
336,9.225765915280334,6.065961427830877,6.2283389145488295,100,0.01,10,0.01,10,5
337,9.225765915280334,4.979907215775714,5.04748554562652,100,0.01,10,0.01,10,5
338,9.225765915280334,6.609114835967193,6.7573160626861535,100,0.01,10,0.01,10,5
339,9.225765915280334,5.617878322268494,5.6829239465644905,100,0.01,10,0.01,10,5
340,9.225765915280334,4.470828862090669,4.4361733622162305,100,0.01,10,0.01,10,5
341,9.225765915280334,3.7274121882155375,3.6276381392589037,100,0.01,10,0.01,10,5
342,9.225765915280334,2.8410531729716877,2.6830181798581814,100,0.01,10,0.01,10,5
343,9.225765915280334,5.54408568373146,5.5523149071014695,100,0.01,10,0.01,10,5
344,9.225765915280334,6.128297511135736,6.156642052383377,100,0.01,10,0.01,10,5
345,9.225765915280334,7.734012112948798,7.856711265566673,100,0.01,10,0.01,10,5
346,9.225765915280334,6.086963391684717,6.0909231335978395,100,0.01,10,0.01,10,5
347,9.225765915280334,4.517475290104767,4.3947295656873155,100,0.01,10,0.01,10,5
348,9.225765915280334,4.6712124177922725,4.553327963923298,100,0.01,10,0.01,10,5
349,9.225765915280334,6.489877815096474,6.480182098018896,100,0.01,10,0.01,10,5
350,9.225765915280334,6.592353826848709,6.6054327040303,100,0.01,10,0.01,10,5
351,9.225765915280334,6.294173214976939,6.483825743773912,100,0.01,10,0.01,10,5
352,9.225765915280334,6.956970112295308,7.1816410152017145,100,0.01,10,0.01,10,5
353,9.225765915280334,9.319962935126735,9.798155486850131,100,0.01,10,0.01,10,5
354,9.225765915280334,6.019709417642272,6.163959207999987,100,0.01,10,0.01,10,5
355,9.225765915280334,4.4746912411976085,4.693163630311785,100,0.01,10,0.01,10,5
356,9.225765915280334,4.9774553014670415,5.117621537740655,100,0.01,10,0.01,10,5
357,9.225765915280334,6.0210632662362755,6.143107014098194,100,0.01,10,0.01,10,5
358,9.225765915280334,4.031981915649223,4.094230625564709,100,0.01,10,0.01,10,5
359,9.225765915280334,1.5493848670850974,1.4416462977052202,100,0.01,10,0.01,10,5
360,9.225765915280334,1.4084550099758522,1.3605158103161754,100,0.01,10,0.01,10,5
361,9.225765915280334,4.994914771955833,5.39330180510233,100,0.01,10,0.01,10,5
362,9.225765915280334,6.270066024885629,6.535369138964889,100,0.01,10,0.01,10,5
363,9.225765915280334,7.380611498879458,7.764884290387361,100,0.01,10,0.01,10,5
364,9.225765915280334,7.468152535787989,7.819125325780335,100,0.01,10,0.01,10,5
365,9.225765915280334,3.7452322022660187,4.064846061550002,100,0.01,10,0.01,10,5
366,9.225765915280334,2.4946878240035906,2.7910628890625713,100,0.01,10,0.01,10,5
367,9.225765915280334,3.4581188555043183,3.6965432314387905,100,0.01,10,0.01,10,5
368,9.225765915280334,2.299078279712572,2.5553981194014144,100,0.01,10,0.01,10,5
369,9.225765915280334,5.243465526951233,5.35384892506243,100,0.01,10,0.01,10,5
370,9.225765915280334,5.808233442028903,5.91685696227303,100,0.01,10,0.01,10,5
371,9.225765915280334,3.2962579099450515,3.490565569480955,100,0.01,10,0.01,10,5
372,9.225765915280334,1.9292347755128136,2.1508804681876814,100,0.01,10,0.01,10,5
373,9.225765915280334,2.4956924073565494,2.6888885717480235,100,0.01,10,0.01,10,5
374,9.225765915280334,4.035077813786089,4.160760528041186,100,0.01,10,0.01,10,5
375,9.225765915280334,4.773784604602913,4.865732869178423,100,0.01,10,0.01,10,5
376,9.225765915280334,3.331475189350611,3.461168747254066,100,0.01,10,0.01,10,5
377,9.225765915280334,4.592909981446499,4.682415872144655,100,0.01,10,0.01,10,5
378,9.225765915280334,4.81857019675685,4.898084791157046,100,0.01,10,0.01,10,5
379,9.225765915280334,4.693333633412564,4.721220781896714,100,0.01,10,0.01,10,5
380,9.225765915280334,4.246106910218067,4.290425265170037,100,0.01,10,0.01,10,5
381,9.225765915280334,3.0166448808778767,3.058218707801526,100,0.01,10,0.01,10,5
382,9.225765915280334,1.300386235063714,1.2678593600226191,100,0.01,10,0.01,10,5
383,9.225765915280334,1.0187522945298135,1.0645952709849675,100,0.01,10,0.01,10,5
384,9.225765915280334,2.7848261779143644,2.778640525590785,100,0.01,10,0.01,10,5
385,9.225765915280334,3.5013933815047906,3.4861331498138877,100,0.01,10,0.01,10,5
386,9.225765915280334,3.0840246360773214,3.1225530531515946,100,0.01,10,0.01,10,5
387,9.225765915280334,4.086730421266819,4.125255171149863,100,0.01,10,0.01,10,5
388,9.225765915280334,1.2738497567370166,1.3156334784391905,100,0.01,10,0.01,10,5
389,9.225765915280334,0.5419539594327698,0.538569273029946,100,0.01,10,0.01,10,5
390,9.225765915280334,0.823890606728418,0.8495881889240465,100,0.01,10,0.01,10,5
391,9.225765915280334,1.9570989696474423,1.892884468741718,100,0.01,10,0.01,10,5
392,9.225765915280334,2.5806513530353365,2.5358872767406675,100,0.01,10,0.01,10,5
393,9.225765915280334,3.2770886113778848,3.2106486057210364,100,0.01,10,0.01,10,5
394,9.225765915280334,7.453977988062615,7.344372734115605,100,0.01,10,0.01,10,5
395,9.225765915280334,6.410891668017504,6.325764460547044,100,0.01,10,0.01,10,5
396,9.225765915280334,8.348454533468944,8.243750996493105,100,0.01,10,0.01,10,5
397,9.225765915280334,7.435738990915542,7.383306563794906,100,0.01,10,0.01,10,5
398,9.225765915280334,4.536505886573795,4.574120315214697,100,0.01,10,0.01,10,5
399,9.225765915280334,5.837220938171444,5.851128358265625,100,0.01,10,0.01,10,5
400,9.225765915280334,4.517746060589872,4.575449110313394,100,0.01,10,0.01,10,5
401,9.225765915280334,2.477472753087579,2.5812199132671676,100,0.01,10,0.01,10,5
402,9.225765915280334,1.6534814175478108,1.8145198090008192,100,0.01,10,0.01,10,5
403,9.225765915280334,1.0154053187810816,0.757540548220078,100,0.01,10,0.01,10,5
404,9.225765915280334,0.013489622346147808,0.19387309519698873,100,0.01,10,0.01,10,5
405,9.225765915280334,1.7345980332630964,1.4848578208592493,100,0.01,10,0.01,10,5
406,9.225765915280334,2.724864971068551,2.464358772791765,100,0.01,10,0.01,10,5
407,9.225765915280334,2.1323529297038117,2.059116233886535,100,0.01,10,0.01,10,5
408,9.225765915280334,2.7776359788486964,2.5896973825490273,100,0.01,10,0.01,10,5
409,9.225765915280334,3.3550689358800185,3.193943384180887,100,0.01,10,0.01,10,5
410,9.225765915280334,3.6946523638931,3.6850664990111004,100,0.01,10,0.01,10,5
411,9.225765915280334,2.7981749517536842,2.7521099733443974,100,0.01,10,0.01,10,5
412,9.225765915280334,2.271137367009704,2.2532131443695844,100,0.01,10,0.01,10,5
413,9.225765915280334,2.18669899711179,2.137537034076049,100,0.01,10,0.01,10,5
414,9.225765915280334,3.4202833759268696,3.318301385861923,100,0.01,10,0.01,10,5
415,9.225765915280334,5.274453434693247,5.134775105911617,100,0.01,10,0.01,10,5
416,9.225765915280334,4.497504666086885,4.39157629777389,100,0.01,10,0.01,10,5
417,9.225765915280334,1.514151854867615,1.5112103160936268,100,0.01,10,0.01,10,5
418,9.225765915280334,1.3564700241510859,1.2761857954022526,100,0.01,10,0.01,10,5
419,9.225765915280334,2.5544965666813266,2.6037254370782588,100,0.01,10,0.01,10,5
420,9.225765915280334,1.5631265071725118,1.5933036938518568,100,0.01,10,0.01,10,5
421,9.225765915280334,0.8736806381733956,0.7938293935022991,100,0.01,10,0.01,10,5
422,9.225765915280334,2.105278626575078,2.018788668715945,100,0.01,10,0.01,10,5
423,9.225765915280334,1.5517344358427683,1.4585001469716394,100,0.01,10,0.01,10,5
424,9.225765915280334,1.0051574787459103,0.926394292300212,100,0.01,10,0.01,10,5
425,9.225765915280334,1.0268156494958742,1.0548273423786807,100,0.01,10,0.01,10,5
426,9.225765915280334,3.5067283979103365,3.5337910188102426,100,0.01,10,0.01,10,5
427,9.225765915280334,5.138923729315007,5.150278996312555,100,0.01,10,0.01,10,5
428,9.225765915280334,6.388314167302045,6.386603816919653,100,0.01,10,0.01,10,5
429,9.225765915280334,5.045593985336374,5.071515744858501,100,0.01,10,0.01,10,5
430,9.225765915280334,5.817101297846778,5.821751621355203,100,0.01,10,0.01,10,5
431,9.225765915280334,8.0195170827751,8.005754081290767,100,0.01,10,0.01,10,5
432,9.225765915280334,7.846190627130533,7.85366823963252,100,0.01,10,0.01,10,5
433,9.225765915280334,7.914256365045315,7.920899758742993,100,0.01,10,0.01,10,5
434,9.225765915280334,7.770422677850788,7.782489077543978,100,0.01,10,0.01,10,5
435,9.225765915280334,7.445621338817966,7.460769711980821,100,0.01,10,0.01,10,5
436,9.225765915280334,8.175523125623984,8.183663445252058,100,0.01,10,0.01,10,5
437,9.225765915280334,7.8038706208424795,7.820159376419138,100,0.01,10,0.01,10,5
438,9.225765915280334,5.773498071125058,5.78744264157798,100,0.01,10,0.01,10,5
439,9.225765915280334,4.157538278959061,4.151622207192651,100,0.01,10,0.01,10,5
440,9.225765915280334,4.573147286203317,4.58342573768729,100,0.01,10,0.01,10,5
441,9.225765915280334,3.1328325556872345,3.125603885906653,100,0.01,10,0.01,10,5
442,9.225765915280334,2.587411937553493,2.5787962003349234,100,0.01,10,0.01,10,5
443,9.225765915280334,3.835180904172264,3.8242501359625547,100,0.01,10,0.01,10,5
444,9.225765915280334,2.432749780235824,2.4270116612312678,100,0.01,10,0.01,10,5
445,9.225765915280334,3.194003542278786,3.1942500177329127,100,0.01,10,0.01,10,5
446,9.225765915280334,4.0008517003089565,4.004482112365776,100,0.01,10,0.01,10,5
447,9.225765915280334,1.2018613160249438,1.1960271288714828,100,0.01,10,0.01,10,5
448,9.225765915280334,2.9146095952582005,2.9101871185371095,100,0.01,10,0.01,10,5
449,9.225765915280334,4.266473067200409,4.252828643395916,100,0.01,10,0.01,10,5
450,9.225765915280334,5.581330168769688,5.560426840551799,100,0.01,10,0.01,10,5
451,9.225765915280334,6.196183692100567,6.187883349165083,100,0.01,10,0.01,10,5
452,9.225765915280334,6.59547594974014,6.57561304055949,100,0.01,10,0.01,10,5
453,9.225765915280334,5.952474915469808,5.951067562840066,100,0.01,10,0.01,10,5
454,9.225765915280334,7.632188059234022,7.634589709434811,100,0.01,10,0.01,10,5
455,9.225765915280334,7.569968268114329,7.593453440388511,100,0.01,10,0.01,10,5
456,9.225765915280334,8.852241904201584,8.870623997556361,100,0.01,10,0.01,10,5
457,9.225765915280334,7.213228559222047,7.233422339958391,100,0.01,10,0.01,10,5
458,9.225765915280334,6.570995488051261,6.574379402079699,100,0.01,10,0.01,10,5
459,9.225765915280334,5.451576129721293,5.411618100287864,100,0.01,10,0.01,10,5
460,9.225765915280334,3.315837993739636,3.2215693545110486,100,0.01,10,0.01,10,5
461,9.225765915280334,4.567858343483765,4.525945923855872,100,0.01,10,0.01,10,5
462,9.225765915280334,4.254681220149721,4.194933518307941,100,0.01,10,0.01,10,5
463,9.225765915280334,4.9126277961056415,4.872419946925822,100,0.01,10,0.01,10,5
464,9.225765915280334,4.954268161990391,4.912568479233159,100,0.01,10,0.01,10,5
465,9.225765915280334,4.042077205486217,3.957026638309391,100,0.01,10,0.01,10,5
466,9.225765915280334,3.1855165192978734,3.0643268233866805,100,0.01,10,0.01,10,5
467,9.225765915280334,5.3827378211822845,5.349512808582372,100,0.01,10,0.01,10,5
468,9.225765915280334,4.65294936461332,4.581342237185141,100,0.01,10,0.01,10,5
469,9.225765915280334,3.804378429868246,3.6967643716446976,100,0.01,10,0.01,10,5
470,9.225765915280334,3.929138542649805,3.8288512206478993,100,0.01,10,0.01,10,5
471,9.225765915280334,1.9213642534312894,1.7808874452806494,100,0.01,10,0.01,10,5
472,9.225765915280334,2.7619317173855586,2.7546495043944397,100,0.01,10,0.01,10,5
473,9.225765915280334,1.444299884116754,1.6488906786226618,100,0.01,10,0.01,10,5
474,9.225765915280334,3.8156579373276593,3.8241578352603516,100,0.01,10,0.01,10,5
475,9.225765915280334,3.7799587645759223,3.7900283672804633,100,0.01,10,0.01,10,5
476,9.225765915280334,3.892048408414974,3.8698367029875143,100,0.01,10,0.01,10,5
477,9.225765915280334,4.825053175446087,4.845314141095207,100,0.01,10,0.01,10,5
478,9.225765915280334,3.6132324377010057,3.592264900844494,100,0.01,10,0.01,10,5
479,9.225765915280334,2.6938360093516507,2.628483577962997,100,0.01,10,0.01,10,5
480,9.225765915280334,2.8490771426859696,2.799446103131226,100,0.01,10,0.01,10,5
481,9.225765915280334,4.248863693097126,4.244549397345267,100,0.01,10,0.01,10,5
482,9.225765915280334,4.9334670879157825,4.976200182098394,100,0.01,10,0.01,10,5
483,9.225765915280334,2.427779110363315,2.380830372314916,100,0.01,10,0.01,10,5
484,9.225765915280334,2.111173010756269,2.079038931165347,100,0.01,10,0.01,10,5
485,9.225765915280334,2.9028422558909335,2.8780817758515895,100,0.01,10,0.01,10,5
486,9.225765915280334,3.1095852482488837,3.1412640406057175,100,0.01,10,0.01,10,5
487,9.225765915280334,1.910595945413972,1.9315618270383312,100,0.01,10,0.01,10,5
488,9.225765915280334,1.4704503181948654,1.4951325699716627,100,0.01,10,0.01,10,5
489,9.225765915280334,0.7639276691951955,0.7537638446482459,100,0.01,10,0.01,10,5
490,9.225765915280334,1.3718913300778954,1.526063254919985,100,0.01,10,0.01,10,5
491,9.225765915280334,5.282120871480509,5.5525064493417515,100,0.01,10,0.01,10,5
492,9.225765915280334,5.820162514255283,6.076473996287347,100,0.01,10,0.01,10,5
493,9.225765915280334,5.262738359029543,5.466288471593516,100,0.01,10,0.01,10,5
494,9.225765915280334,6.257400442159932,6.488394390574195,100,0.01,10,0.01,10,5
495,9.225765915280334,7.047855800637299,7.260808282121278,100,0.01,10,0.01,10,5
496,9.225765915280334,7.192011629677833,7.4220934670437115,100,0.01,10,0.01,10,5
497,9.225765915280334,7.2478171223189,7.48521170373771,100,0.01,10,0.01,10,5
498,9.225765915280334,6.636838150883856,6.831480457257709,100,0.01,10,0.01,10,5
499,9.225765915280334,5.62484606490283,5.740873472878672,100,0.01,10,0.01,10,5
500,9.225765915280334,4.865929975302619,4.883883518077026,100,0.01,10,0.01,10,5
501,9.225765915280334,2.4343384646415793,2.342922884713295,100,0.01,10,0.01,10,5
502,9.225765915280334,1.3729731954928777,1.307422665071012,100,0.01,10,0.01,10,5
503,9.225765915280334,3.050236828324788,3.1976502046193795,100,0.01,10,0.01,10,5
504,9.225765915280334,3.6278668429668164,3.923017167446948,100,0.01,10,0.01,10,5
505,9.225765915280334,3.71396841357726,4.009274526558328,100,0.01,10,0.01,10,5
506,9.225765915280334,5.103893653000955,5.409415483727431,100,0.01,10,0.01,10,5
507,9.225765915280334,7.096537196209048,7.527160264090315,100,0.01,10,0.01,10,5
508,9.225765915280334,8.895383035180718,9.401526123311289,100,0.01,10,0.01,10,5
509,9.225765915280334,8.283100314476592,8.706955457604733,100,0.01,10,0.01,10,5
510,9.225765915280334,8.263238652967948,8.626761650193604,100,0.01,10,0.01,10,5
511,9.225765915280334,7.75868950207542,8.053399160697278,100,0.01,10,0.01,10,5
512,9.225765915280334,8.498627038078784,8.773990092202762,100,0.01,10,0.01,10,5
513,9.225765915280334,7.544454829286804,7.692832475139652,100,0.01,10,0.01,10,5
514,9.225765915280334,4.527980865783139,4.416500862509879,100,0.01,10,0.01,10,5
515,9.225765915280334,7.405726979995179,7.478595850456346,100,0.01,10,0.01,10,5
516,9.225765915280334,7.650439296447172,7.708930105246216,100,0.01,10,0.01,10,5
517,9.225765915280334,6.181267339876239,6.126139785350596,100,0.01,10,0.01,10,5
518,9.225765915280334,4.288148571012898,4.25064927689302,100,0.01,10,0.01,10,5
519,9.225765915280334,4.112431583798121,4.09778518131025,100,0.01,10,0.01,10,5
520,9.225765915280334,3.360163271436291,3.7030776731099437,100,0.01,10,0.01,10,5
521,9.225765915280334,4.2983416684957225,4.6922353083482085,100,0.01,10,0.01,10,5
522,9.225765915280334,2.5336804906651,2.8872738381912364,100,0.01,10,0.01,10,5
523,9.225765915280334,4.542041813361548,4.920684270480368,100,0.01,10,0.01,10,5
524,9.225765915280334,4.901378539224574,5.27389994402545,100,0.01,10,0.01,10,5
525,9.225765915280334,4.193509227179891,4.549446909464267,100,0.01,10,0.01,10,5
526,9.225765915280334,3.838811871936448,4.154145886650404,100,0.01,10,0.01,10,5
527,9.225765915280334,4.150113753780516,4.448559299895742,100,0.01,10,0.01,10,5
528,9.225765915280334,4.807865265792949,5.1161325954437595,100,0.01,10,0.01,10,5
529,9.225765915280334,4.395489414711545,4.691994474560302,100,0.01,10,0.01,10,5
530,9.225765915280334,3.4261971707771304,3.717862669803909,100,0.01,10,0.01,10,5
531,9.225765915280334,3.1596815723343377,3.4434369953441446,100,0.01,10,0.01,10,5
532,9.225765915280334,1.7943219602652158,2.1314704037552703,100,0.01,10,0.01,10,5
533,9.225765915280334,2.294182890660148,2.6552607813920304,100,0.01,10,0.01,10,5
534,9.225765915280334,4.065369147414826,4.443083956997166,100,0.01,10,0.01,10,5
535,9.225765915280334,2.5351205139588133,2.8120512519638408,100,0.01,10,0.01,10,5
536,9.225765915280334,1.3235293953421003,1.509615509374401,100,0.01,10,0.01,10,5
537,9.225765915280334,2.325104060742733,2.500157439773376,100,0.01,10,0.01,10,5
538,9.225765915280334,1.1888333708543637,1.2596644874408924,100,0.01,10,0.01,10,5
539,9.225765915280334,1.4173179470334576,1.4409754647027304,100,0.01,10,0.01,10,5
540,9.225765915280334,1.771664118729603,1.8980038169361004,100,0.01,10,0.01,10,5
541,9.225765915280334,1.928723542272299,2.0550066642129248,100,0.01,10,0.01,10,5
542,9.225765915280334,1.905048261522779,1.99753670458484,100,0.01,10,0.01,10,5
543,9.225765915280334,4.817288437992785,5.134378220533063,100,0.01,10,0.01,10,5
544,9.225765915280334,5.417667599318998,5.576280885413324,100,0.01,10,0.01,10,5
545,9.225765915280334,5.6115658052832575,5.76135747455155,100,0.01,10,0.01,10,5
546,9.225765915280334,4.99813765715373,5.056174102757267,100,0.01,10,0.01,10,5
547,9.225765915280334,7.057375014579704,7.145351913423972,100,0.01,10,0.01,10,5
548,9.225765915280334,7.302260114862991,7.376759263247259,100,0.01,10,0.01,10,5
549,9.225765915280334,8.827867456296866,8.932548051088604,100,0.01,10,0.01,10,5
550,9.225765915280334,8.659817735876311,8.744489290726563,100,0.01,10,0.01,10,5
551,9.225765915280334,7.6548637162121285,7.6898729963215775,100,0.01,10,0.01,10,5
552,9.225765915280334,6.96797076411849,6.986804558702066,100,0.01,10,0.01,10,5
553,9.225765915280334,5.228221651895076,5.195396308348697,100,0.01,10,0.01,10,5
554,9.225765915280334,6.153038409645316,6.214072131672554,100,0.01,10,0.01,10,5
555,9.225765915280334,6.479106291329314,6.435422028689651,100,0.01,10,0.01,10,5
556,9.225765915280334,3.596996050484978,3.4303010673037937,100,0.01,10,0.01,10,5
557,9.225765915280334,2.2667166952402455,2.102412205153656,100,0.01,10,0.01,10,5
558,9.225765915280334,2.50044428197274,2.6623289941565655,100,0.01,10,0.01,10,5
559,9.225765915280334,1.6131396371488453,1.9829283207855253,100,0.01,10,0.01,10,5
560,9.225765915280334,3.7918092139479427,4.246807445828968,100,0.01,10,0.01,10,5
561,9.225765915280334,3.514883043152241,3.842438244205228,100,0.01,10,0.01,10,5
562,9.225765915280334,3.1747504562797833,3.473118470077818,100,0.01,10,0.01,10,5
563,9.225765915280334,3.952387923208758,4.233250327988371,100,0.01,10,0.01,10,5
564,9.225765915280334,3.5188819178081365,3.7496773672007344,100,0.01,10,0.01,10,5
565,9.225765915280334,4.827760528462435,5.055271280755312,100,0.01,10,0.01,10,5
566,9.225765915280334,7.175229991228722,7.465695430239674,100,0.01,10,0.01,10,5
567,9.225765915280334,9.015942442834339,9.372297396699183,100,0.01,10,0.01,10,5
568,9.225765915280334,10.095906040217255,10.408500375960896,100,0.01,10,0.01,10,5
569,9.225765915280334,8.306066978906506,8.520772464134179,100,0.01,10,0.01,10,5
570,9.225765915280334,7.150694871311218,7.289555898147628,100,0.01,10,0.01,10,5
571,9.225765915280334,6.439052657370039,6.507935339244459,100,0.01,10,0.01,10,5
572,9.225765915280334,4.227569454891612,4.1962704739609515,100,0.01,10,0.01,10,5
573,9.225765915280334,2.626923307997391,2.519560664453371,100,0.01,10,0.01,10,5
574,9.225765915280334,2.2320118012830084,2.10833173303898,100,0.01,10,0.01,10,5
575,9.225765915280334,0.8621355259391839,0.6832258236522449,100,0.01,10,0.01,10,5
576,9.225765915280334,1.3985486680066619,1.6324241937226638,100,0.01,10,0.01,10,5
577,9.225765915280334,1.0002573140534416,0.8498819145778704,100,0.01,10,0.01,10,5
578,9.225765915280334,1.7503324300905843,1.6588047321060988,100,0.01,10,0.01,10,5
579,9.225765915280334,2.1581701214012976,2.1783023323968314,100,0.01,10,0.01,10,5
580,9.225765915280334,0.7352272605909,0.664265987197854,100,0.01,10,0.01,10,5
581,9.225765915280334,2.2798166952958345,2.232399047063571,100,0.01,10,0.01,10,5
582,9.225765915280334,3.84575954649544,4.0253060491441985,100,0.01,10,0.01,10,5
583,9.225765915280334,2.9871124572524437,3.1913647666952922,100,0.01,10,0.01,10,5
584,9.225765915280334,2.8660612528714413,2.9592756757570204,100,0.01,10,0.01,10,5
585,9.225765915280334,4.529476173676138,4.685680125363918,100,0.01,10,0.01,10,5
586,9.225765915280334,3.029645070915069,3.066335347636861,100,0.01,10,0.01,10,5
587,9.225765915280334,2.785501664612458,2.8569982105155973,100,0.01,10,0.01,10,5
588,9.225765915280334,2.191894180665278,2.198223975703832,100,0.01,10,0.01,10,5
589,9.225765915280334,3.214099979961424,3.3462893157608375,100,0.01,10,0.01,10,5
590,9.225765915280334,4.829478050577624,5.209800988844079,100,0.01,10,0.01,10,5
591,9.225765915280334,5.15343022704685,5.528919653769976,100,0.01,10,0.01,10,5
592,9.225765915280334,4.898463495838126,5.188202981001306,100,0.01,10,0.01,10,5
593,9.225765915280334,3.342544233226949,3.3375180884639137,100,0.01,10,0.01,10,5
594,9.225765915280334,3.925682420493458,4.024163104866573,100,0.01,10,0.01,10,5
595,9.225765915280334,1.2833803543047901,0.9589983521711164,100,0.01,10,0.01,10,5
596,9.225765915280334,3.6597664965905876,3.667770798656732,100,0.01,10,0.01,10,5
597,9.225765915280334,4.275822875478965,4.315815803578765,100,0.01,10,0.01,10,5
598,9.225765915280334,3.663420749597256,3.6452213585211677,100,0.01,10,0.01,10,5
599,9.225765915280334,2.7388385515733176,2.634273234557875,100,0.01,10,0.01,10,5
600,9.225765915280334,1.6680197891481696,1.56149785829565,100,0.01,10,0.01,10,5
