time_s,rmse_gps_m,rmse_ekf_m,rmse_ekf_tuned_m,r_untuned,q_untuned,r_tuned,q_tuned,std,n
0,37.447790041240566,37.447790041240566,37.447790041240566,100,1,400,0.01,20,3
1,37.447790041240566,38.073862934928584,38.073862934928584,100,1,400,0.01,20,3
2,37.447790041240566,37.99718850209847,37.99703295369468,100,1,400,0.01,20,3
3,37.447790041240566,37.95334783912423,37.953175996328525,100,1,400,0.01,20,3
4,37.447790041240566,38.155080177955426,38.15437830363255,100,1,400,0.01,20,3
5,37.447790041240566,37.89858159391832,37.900672474772264,100,1,400,0.01,20,3
6,37.447790041240566,37.723324137895325,37.728857570474496,100,1,400,0.01,20,3
7,37.447790041240566,37.85869319125201,37.85857375192814,100,1,400,0.01,20,3
8,37.447790041240566,37.96764556279247,37.96170801529096,100,1,400,0.01,20,3
9,37.447790041240566,37.67687580032209,37.69287515265481,100,1,400,0.01,20,3
10,37.447790041240566,37.84009408072117,37.838869089565144,100,1,400,0.01,20,3
11,37.447790041240566,37.7741320079967,37.78079109473928,100,1,400,0.01,20,3
12,37.447790041240566,37.957361833850555,37.93732082144933,100,1,400,0.01,20,3
13,37.447790041240566,37.67034674236607,37.6998974612386,100,1,400,0.01,20,3
14,37.447790041240566,37.681605250564424,37.70652346426548,100,1,400,0.01,20,3
15,37.447790041240566,37.52834146790455,37.58438176479399,100,1,400,0.01,20,3
16,37.447790041240566,37.51958287458123,37.57340218971357,100,1,400,0.01,20,3
17,37.447790041240566,37.54495667489493,37.58803910534223,100,1,400,0.01,20,3
18,37.447790041240566,37.69373365568535,37.69079053526971,100,1,400,0.01,20,3
19,37.447790041240566,37.87833399383417,37.81796684984211,100,1,400,0.01,20,3
20,37.447790041240566,37.812595927311236,37.77810296797349,100,1,400,0.01,20,3
21,37.447790041240566,37.81846363479359,37.78403395155851,100,1,400,0.01,20,3
22,37.447790041240566,37.7345326555379,37.73340336659446,100,1,400,0.01,20,3
23,37.447790041240566,37.57109581723112,37.634951680590305,100,1,400,0.01,20,3
24,37.447790041240566,37.67562005782004,37.692615349170204,100,1,400,0.01,20,3
25,37.447790041240566,37.865618637195396,37.79933769427687,100,1,400,0.01,20,3
26,37.447790041240566,37.70484293210037,37.71451408384291,100,1,400,0.01,20,3
27,37.447790041240566,37.84313605701068,37.78769419816072,100,1,400,0.01,20,3
28,37.447790041240566,37.86836197964041,37.80345800856509,100,1,400,0.01,20,3
29,37.447790041240566,37.88886301381316,37.816799384851215,100,1,400,0.01,20,3
30,37.447790041240566,37.82457491754355,37.7888979314744,100,1,400,0.01,20,3
31,37.447790041240566,37.636544048447846,37.70141543366156,100,1,400,0.01,20,3
32,37.447790041240566,37.476751899899405,37.62513639678945,100,1,400,0.01,20,3
33,37.447790041240566,37.41479121946093,37.59111923459445,100,1,400,0.01,20,3
34,37.447790041240566,37.57872043637493,37.65503687056132,100,1,400,0.01,20,3
35,37.447790041240566,37.37868558128537,37.56729174192472,100,1,400,0.01,20,3
36,37.447790041240566,37.31740582010739,37.534570061080245,100,1,400,0.01,20,3
37,37.447790041240566,37.364364915773834,37.54517523506093,100,1,400,0.01,20,3
38,37.447790041240566,37.41780691457007,37.559368211465085,100,1,400,0.01,20,3
39,37.447790041240566,37.43119970148406,37.559148713235494,100,1,400,0.01,20,3
40,37.447790041240566,37.70043791350489,37.654912736268685,100,1,400,0.01,20,3
41,37.447790041240566,37.56877651573344,37.608746935037864,100,1,400,0.01,20,3
42,37.447790041240566,37.40482883496202,37.549153021019386,100,1,400,0.01,20,3
43,37.447790041240566,37.27814685663352,37.50045464071301,100,1,400,0.01,20,3
44,37.447790041240566,37.34251942612428,37.515118271717384,100,1,400,0.01,20,3
45,37.447790041240566,37.33512340368192,37.507219701667246,100,1,400,0.01,20,3
46,37.447790041240566,37.39132787378788,37.52013036061572,100,1,400,0.01,20,3
47,37.447790041240566,37.415225149350896,37.52382528178965,100,1,400,0.01,20,3
48,37.447790041240566,37.4274277425598,37.524407929490195,100,1,400,0.01,20,3
49,37.447790041240566,37.42685434870771,37.52125591670151,100,1,400,0.01,20,3
