scenario,noise_sigma,time_s,baseline_tx_total,baseline_tx_per_node_per_min,baseline_rmse_aligned_m,baseline_mae_aligned_m,icum_tx_total,icum_tx_per_node_per_min,icum_rmse_aligned_m,icum_mae_aligned_m
none_moving,0,148,9006,365.1081081081081,4.476278252366993e-15,3.9038140650977035e-15,609,24.689189189189186,0.1520818853507249,0.09598825396764407
none_moving,0,149,9067,365.1140939597316,4.67455314170478e-15,4.028837687908106e-15,609,24.523489932885905,0.15208500767995978,0.09599023132048987
none_moving,0,150,9128,365.12,3.736688108795262e-15,2.6595856104093903e-15,609,24.36,0.1520856321458083,0.09599062679105866
none_moving,0,151,9189,365.12582781456956,3.563798615811266e-15,2.294025158699692e-15,609,24.198675496688743,0.15208575703897875,0.09599070588517332
none_moving,0,152,9250,365.13157894736844,3.3351070093201305e-15,2.042810365310288e-15,609,24.039473684210527,0.15208578201761214,0.09599072170399574
none_moving,0,153,9311,365.13725490196083,3.5080236774354565e-15,2.173562303919814e-15,609,23.88235294117647,0.15208578701333914,0.09599072486776078
none_moving,0,154,9372,365.1428571428571,4.213000162292041e-15,3.2763608555084927e-15,609,23.727272727272723,0.15208578801248426,0.09599072550051398
none_moving,0,155,9433,365.1483870967742,3.991865514451162e-15,2.83227164565843e-15,609,23.574193548387093,0.15208578821231342,0.0959907256270642
none_moving,0,156,9494,365.15384615384613,3.7048859295321906e-15,2.5707677684393777e-15,615,23.653846153846153,0.15208578825227972,0.09599072565237492
none_moving,0,157,9555,365.1592356687898,3.574849180676073e-15,2.4868995751603505e-15,632,24.15286624203822,0.09152518907593127,0.05772408945996423
none_moving,0,158,9616,365.1645569620253,3.2994363900596664e-15,1.9539925233402757e-15,632,24,0.14023754624199444,0.08847546355256872
none_moving,0,159,9677,365.1698113207547,3.4854638056367166e-15,2.3828430006697048e-15,632,23.849056603773587,0.14997973320316565,0.09463150776514109
none_moving,0,160,9738,365.175,4.1753833363398335e-15,3.2763608555084927e-15,632,23.700000000000003,0.1519281582190538,0.09586270341356637
none_moving,0,161,9799,365.1801242236025,4.108725273333525e-15,3.0099073295984553e-15,632,23.552795031055904,0.15231784272228438,0.0961089420131503
none_moving,0,162,9860,365.18518518518516,3.7261175413410954e-15,2.466711193948732e-15,632,23.40740740740741,0.15239577960289724,0.0961581897118485
none_moving,0,163,9921,365.19018404907973,3.5080236774354565e-15,2.3092638912203257e-15,632,23.263803680981596,0.15241136697821733,0.09616803925073861
none_moving,0,164,9982,365.1951219512195,3.393724976515742e-15,1.9539925233402757e-15,632,23.121951219512194,0.15241448445324943,0.09617000915848212
none_moving,0,165,10043,365.2,3.2512668500080947e-15,1.7763568394002505e-15,632,22.981818181818184,0.1524151079482547,0.09617040314002892
none_moving,0,166,10104,365.2048192771084,3.2754401705733782e-15,1.7763568394002505e-15,632,22.843373493975903,0.15241523264725604,0.09617048193633874
none_moving,0,167,10165,365.20958083832335,3.2023728339893768e-15,1.5987211554602255e-15,632,22.70658682634731,0.15241525758705587,0.09617049769560035
none_moving,0,168,10226,365.2142857142857,4.259554063523935e-15,3.3651786974785053e-15,632,22.571428571428573,0.15241526257501545,0.09617050084745268
none_moving,0,169,10287,365.21893491124257,4.011578550459736e-15,2.83227164565843e-15,632,22.437869822485208,0.15241526357260798,0.09617050147782358
none_moving,0,170,10348,365.2235294117647,3.618714001778642e-15,2.2154964005593277e-15,632,22.305882352941175,0.1524152637721263,0.09617050160389837
none_moving,0,171,10409,365.22807017543863,3.4854638056367166e-15,2.3092638912203257e-15,638,22.3859649122807,0.15241526381203,0.09617050162911192
none_moving,0,172,10470,365.2325581395349,3.3232593448441795e-15,1.9539925233402757e-15,655,22.848837209302324,0.0913170814309585,0.057564933561231865
none_moving,0,173,10531,365.2369942196531,3.2512668500080947e-15,1.7763568394002505e-15,655,22.716763005780347,0.14007175343425757,0.08833029401771615
none_moving,0,174,10592,365.2413793103449,4.1469467965984395e-15,3.18754301353848e-15,655,22.586206896551726,0.14982304112940317,0.09448730290136649
none_moving,0,175,10653,365.2457142857143,4.011578550459736e-15,2.83227164565843e-15,655,22.45714285714286,0.1517733125155195,0.09571871789551914
none_moving,0,176,10714,365.25000000000006,3.618714001778642e-15,2.2154964005593277e-15,655,22.329545454545457,0.15216336734516445,0.09596500142165629
none_moving,0,177,10775,365.2542372881356,3.4399002279594067e-15,2.1316282072803005e-15,655,22.203389830508474,0.15224137833317905,0.09601425814796599
none_moving,0,178,10836,365.25842696629206,3.2754401705733782e-15,1.7763568394002505e-15,655,22.078651685393258,0.1522569805316653,0.09602410949407006
none_moving,0,179,10897,365.2625698324022,3.2512668500080947e-15,1.7763568394002505e-15,655,21.955307262569832,0.15226010097139847,0.09602607976332593
none_moving,0,180,10958,365.26666666666665,4.1469467965984395e-15,3.18754301353848e-15,655,21.833333333333332,0.15226072505934596,0.09602647381717852
none_moving,0,181,11019,365.27071823204426,4.011578550459736e-15,2.83227164565843e-15,655,21.712707182320443,0.15226084987693603,0.09602655262794926
none_moving,0,182,11080,365.2747252747253,3.618714001778642e-15,2.2154964005593277e-15,655,21.593406593406595,0.1522608748404541,0.09602656839010269
none_moving,0,183,11141,365.27868852459017,3.4854638056367166e-15,2.3092638912203257e-15,655,21.475409836065577,0.1522608798331568,0.09602657154253345
none_moving,0,184,11202,365.2826086956522,3.3232593448441795e-15,1.9539925233402757e-15,655,21.35869565217391,0.1522608808316977,0.09602657217301958
none_moving,0,185,11263,365.28648648648647,3.2512668500080947e-15,1.7763568394002505e-15,655,21.243243243243242,0.15226088103140653,0.09602657229911607
none_moving,0,186,11324,365.2903225806452,4.1469467965984395e-15,3.18754301353848e-15,661,21.32258064516129,0.15226088107134805,0.09602657232433552
none_moving,0,187,11385,365.29411764705884,4.165926057296536e-15,3.18754301353848e-15,678,21.754010695187166,0.09141498152466523,0.057631347065438196
none_moving,0,188,11446,365.2978723404255,3.618714001778642e-15,2.2154964005593277e-15,678,21.638297872340424,0.1401415108785282,0.08836052629146661
none_moving,0,189,11507,365.30158730158735,3.4399002279594067e-15,2.1316282072803005e-15,678,21.523809523809522,0.14988647478287526,0.09450816005726334
none_moving,0,190,11568,365.30526315789473,3.462756959325817e-15,2.1316282072803005e-15,678,21.410526315789475,0.15183545378597357,0.09573767334001664
none_moving,0,191,11629,365.3089005235603,3.2023728339893768e-15,1.5987211554602255e-15,678,21.298429319371728,0.1522252490349087,0.09598357545680705
none_moving,0,192,11690,365.3125,3.2512668500080947e-15,1.7763568394002505e-15,678,21.187499999999996,0.1523032080626241,0.09603275585856814
none_moving,0,193,11751,365.31606217616576,3.2754401705733782e-15,1.7763568394002505e-15,678,21.077720207253883,0.15231879986728358,0.09604259193805555
none_moving,0,194,11812,365.319587628866,4.2223520054579615e-15,3.18754301353848e-15,678,20.969072164948454,0.15232191822818086,0.09604455915391923
none_moving,0,195,11873,365.3230769230769,3.991865514451162e-15,2.83227164565843e-15,678,20.861538461538462,0.15232254190035874,0.09604495259709032
none_moving,0,196,11934,365.32653061224494,3.683531942280588e-15,2.393132084499353e-15,678,20.755102040816325,0.15232266663479435,0.09604503128572495
none_moving,0,197,11995,365.3299492385787,3.4399002279594067e-15,2.1316282072803005e-15,678,20.6497461928934,0.1523226915816811,0.09604504702345074
