scenario,time_s,node_count,tx_per_node_per_min,rmse_m
none_moving,6,10,252,8.788341371162046
none_moving,7,10,186,8.414673810915323
none_moving,8,10,18,8.039185088873047
none_moving,9,10,0,7.670425786092756
none_moving,10,10,0,7.307625028196643
none_moving,11,10,0,6.950398973996503
none_moving,12,10,0,6.59867501642882
none_moving,13,10,0,6.252648299134003
none_moving,14,10,0,5.912763706558813
none_moving,15,10,0,5.5797190749888035
none_moving,16,10,0,5.254487458111256
none_moving,17,10,0,4.938357743527845
none_moving,18,10,0,4.6413791068221695
none_moving,19,10,0,4.372631604176242
none_moving,20,10,0,4.139477774308992
none_moving,21,10,48,3.9416226382657524
none_moving,22,10,78,3.6045272999138946
none_moving,23,10,0,3.2945362770742777
none_moving,24,10,0,3.0469497334292033
none_moving,25,10,0,2.8607564298798875
none_moving,26,10,0,2.7212861434876783
none_moving,27,10,0,2.6168134285106777
none_moving,28,10,12,2.5695691225418926
none_moving,29,10,36,2.491617227352831
none_moving,30,10,54,2.2760563074548137
none_moving,31,10,54,2.0981843548376573
none_moving,32,10,54,1.922570748825447
none_moving,33,10,54,1.761233026166305
none_moving,34,10,54,1.611331031331357
none_moving,35,10,54,1.4909349545719723
none_moving,36,10,48,1.3814688966804964
none_moving,37,10,66,1.2319439981519822
none_moving,38,10,0,1.1049928973553997
none_moving,39,10,0,1.0231496718243476
none_moving,40,10,0,0.978890915767159
none_moving,41,10,0,0.9609325398957201
none_moving,42,10,0,0.9584480066833542
none_moving,43,10,0,0.9641607565199878
none_moving,44,10,12,0.97344592196157
none_moving,45,10,18,0.9803942380348747
none_moving,46,10,18,0.9857618509057915
none_moving,47,10,24,0.9996820021622667
none_moving,48,10,24,1.0069853207976915
none_moving,49,10,24,1.0142662205868374
none_moving,50,10,48,0.9905182243048477
none_moving,51,10,60,0.967009690844294
none_moving,52,10,54,0.7986041053894
none_moving,53,10,0,0.6391949577586912
none_moving,54,10,0,0.5509176619985016
none_moving,55,10,0,0.524589192365027
none_moving,56,10,0,0.5368441564528724
none_moving,57,10,24,0.5761902050201427
none_moving,58,10,30,0.6082660493951751
none_moving,59,10,30,0.6244528592270978
none_moving,60,10,30,0.650965747240831
none_moving,61,10,30,0.6795338970154569
none_moving,62,10,24,0.6884928957682289
none_moving,63,10,30,0.696925935377133
none_moving,64,10,6,0.705813815410922
none_moving,65,10,12,0.7150896145709227
none_moving,66,10,48,0.7211921147317083
none_moving,67,10,54,0.5637235709834306
none_moving,68,10,0,0.4026548648593462
none_moving,69,10,0,0.3249644214836925
none_moving,70,10,0,0.33587906779710497
none_moving,0,20,0,18.072713061853733
none_moving,1,20,285,17.911861351008245
none_moving,2,20,435,17.634414572592828
none_moving,3,20,456,17.33949504644108
none_moving,4,20,444,17.03594304693972
none_moving,5,20,453,16.742583955089053
none_moving,6,20,441,16.457286730411223
none_moving,7,20,393,16.15822959286453
none_moving,8,20,78,15.87788212442166
none_moving,9,20,0,15.615721167435106
none_moving,10,20,0,15.369822063207705
none_moving,11,20,0,15.140579042369591
none_moving,12,20,0,14.932264372744779
none_moving,13,20,0,14.744685069040207
none_moving,14,20,0,14.573964572390189
none_moving,15,20,0,14.417178113950245
none_moving,16,20,0,14.274792821552536
none_moving,17,20,0,14.144598998016164
none_moving,18,20,0,14.026941602576821
none_moving,19,20,0,13.92342974676357
none_moving,20,20,0,13.831129441641531
none_moving,21,20,24,13.751791155847682
none_moving,22,20,117,13.547242399771946
none_moving,23,20,9,13.3430491446504
none_moving,24,20,0,13.166864879936472
none_moving,25,20,0,13.01452563074698
none_moving,26,20,0,12.887152859816302
none_moving,27,20,0,12.784863240160602
none_moving,28,20,9,12.680942088202757
none_moving,29,20,129,12.53822603741312
none_moving,30,20,150,12.374457026633033
none_moving,31,20,162,12.229305333626305
none_moving,32,20,162,12.093711291092642
none_moving,33,20,156,11.958169639061438
none_moving,34,20,147,11.82366620372824
none_moving,35,20,147,11.704926330774182
none_moving,36,20,72,11.605013131655923
none_moving,37,20,84,11.43375707538087
none_moving,38,20,9,11.229125138306609
none_moving,39,20,0,11.060069214078549
none_moving,40,20,0,10.919263699733795
none_moving,41,20,0,10.800999013443825
none_moving,42,20,0,10.705961825091798
none_moving,43,20,42,10.629728961109405
none_moving,44,20,60,10.544296559444785
none_moving,45,20,51,10.478057682593894
none_moving,46,20,51,10.425961526697026
none_moving,47,20,51,10.369090364286818
none_moving,48,20,54,10.332121708513768
none_moving,49,20,60,10.296021995687816
none_moving,50,20,48,10.219303477647909
none_moving,51,20,27,10.155150470739276
none_moving,52,20,63,10.012490547783962
none_moving,53,20,12,9.885143011419013
none_moving,54,20,0,9.78395592572458
none_moving,55,20,0,9.703462536707445
none_moving,56,20,6,9.639586317392647
none_moving,57,20,48,9.576005842613144
none_moving,58,20,93,9.475716648680306
none_moving,59,20,108,9.37584963992735
none_moving,60,20,114,9.308054038429466
none_moving,61,20,122.99999999999999,9.231505653789856
