NodeCount,Noise,RMSE,MAE
8,0.1,39.61608688538156,38.002422183624994
8,0.2,37.743948160214146,34.58692617147812
8,0.3,43.28045242901903,40.712951414290636
8,0.4,39.536043914577064,38.15774063392286
8,0.5,51.968725683039104,49.848399885204884
8,0.6,43.45092110994977,40.109228754766725
8,0.7,33.88258745393216,28.975920739362383
8,0.8,40.02775666692593,38.726555785391255
